"ind","pop","fam","lat","lon"
"E4-7","14","16",44.29771,-78.300041
"E4-8","12","68",44.54749,-76.12868903
"E4-9","14","72",44.29771,-78.300041
"E4-10","18","30",45.76868,-79.39777502
"E4-11","4","65",40.06813,-76.90717204
"E4-12","8","63",41.97527,-75.19598002
"E4-13","4","14",40.06813,-76.90717204
"E4-14","18","3",45.76868,-79.39777502
"E4-15","1","26",38.8235,-77.71118397
"E4-16","12","75",44.54749,-76.12868903
"E4-17","4","64",40.06813,-76.90717204
"E4-18","14","17",44.29771,-78.300041
"E4-19","14","21",44.29771,-78.300041
"E4-20","6","36",41.57154,-74.48428896
"E4-21","17","1",45.02376,-79.31190301
"E4-22","11","46",43.28958,-76.128568
"E4-23","18","2",45.76868,-79.39777502
"E4-24","16","66",44.75284,-79.33799797
"E4-25","20","23",48.10384,-80.19977597
"E4-26","11","63",43.28958,-76.128568
"E4-27","15","72",44.2915,-79.04909003
"E4-28","4","46",40.06813,-76.90717204
"E4-29","19","26",47.73136,-80.32791398
"E4-30","10","2",43.69717,-76.19529499
"E4-31","19","38",47.73136,-80.32791398
"E4-32","10","37",43.69717,-76.19529499
"E4-33","10","30",43.69717,-76.19529499
"E4-34","1","25",38.8235,-77.71118397
"E4-35","11","58",43.28958,-76.128568
"E4-36","13","47",44.6076,-76.27898502
"E4-37","1","7",38.8235,-77.71118397
"E4-38","11","66",43.28958,-76.128568
"E4-39","5","14",41.42692,-75.63466896
"E4-40","9","72",42.79109,-76.135327
"E4-41","12","51",44.54749,-76.12868903
"E4-42","17","70",45.02376,-79.31190301
"E4-43","22","46",46.75552,-79.04650404
"E4-44","5","34",41.42692,-75.63466896
"E4-45","13","78",44.6076,-76.27898502
"E4-46","2","31",38.7966,-77.29988901
"E4-47","8","55",41.97527,-75.19598002
"E4-48","1","2",38.8235,-77.71118397
"E4-49","16","28",44.75284,-79.33799797
"E4-50","16","70",44.75284,-79.33799797
"E4-51","20","7",48.10384,-80.19977597
"E4-52","11","60",43.28958,-76.128568
"E4-53","15","74",44.2915,-79.04909003
"E4-54","22","48",46.75552,-79.04650404
"E4-55","16","9",44.75284,-79.33799797
"E4-56","18","76",45.76868,-79.39777502
"E4-57","19","69",47.73136,-80.32791398
"E4-58","9","49",42.79109,-76.135327
"E4-59","5","74",41.42692,-75.63466896
"E4-60","2","46",38.7966,-77.29988901
"E4-61","18","22",45.76868,-79.39777502
"E4-62","12","6",44.54749,-76.12868903
"E4-63","11","15",43.28958,-76.128568
"E4-64","2","35",38.7966,-77.29988901
"E4-65","6","20",41.57154,-74.48428896
"E4-66","15","42",44.2915,-79.04909003
"E4-67","1","71",38.8235,-77.71118397
"E4-68","14","30",44.29771,-78.300041
"E4-69","15","13",44.2915,-79.04909003
"E4-70","17","30",45.02376,-79.31190301
"E4-71","4","73",40.06813,-76.90717204
"E4-72","22","32",46.75552,-79.04650404
"E4-73","3","31",40.23327,-77.280415
"E4-74","3","45",40.23327,-77.280415
"E4-75","14","39",44.29771,-78.300041
"E4-76","2","25",38.7966,-77.29988901
"E4-77","12","52",44.54749,-76.12868903
"E4-78","3","75",40.23327,-77.280415
"E4-79","15","23",44.2915,-79.04909003
"E4-80","9","27",42.79109,-76.135327
"E4-81","2","7",38.7966,-77.29988901
"E4-82","18","80",45.76868,-79.39777502
"E4-83","10","54",43.69717,-76.19529499
"E4-84","15","22",44.2915,-79.04909003
"E4-86","10","7",43.69717,-76.19529499
"E4-87","16","5",44.75284,-79.33799797
"E4-88","16","13",44.75284,-79.33799797
"E4-89","10","62",43.69717,-76.19529499
"E4-90","8","32",41.97527,-75.19598002
"E4-91","14","61",44.29771,-78.300041
"E4-92","9","54",42.79109,-76.135327
"E4-93","6","65",41.57154,-74.48428896
"E4-94","18","50",45.76868,-79.39777502
"E4-95","12","29",44.54749,-76.12868903
"E4-96","5","34",41.42692,-75.63466896
"E4-97","22","11",46.75552,-79.04650404
"E4-98","19","40",47.73136,-80.32791398
"E4-99","20","41",48.10384,-80.19977597
"E4-100","6","5",41.57154,-74.48428896
"E4-101","5","50",41.42692,-75.63466896
"E4-102","13","37",44.6076,-76.27898502
"E4-103","6","19",41.57154,-74.48428896
"E4-104","11","26",43.28958,-76.128568
"E4-105","20","5",48.10384,-80.19977597
"E4-106","16","38",44.75284,-79.33799797
"E4-107","6","44",41.57154,-74.48428896
"E4-108","14","20",44.29771,-78.300041
"E4-109","17","65",45.02376,-79.31190301
"E4-110","20","73",48.10384,-80.19977597
"E4-111","16","52",44.75284,-79.33799797
"E4-112","3","24",40.23327,-77.280415
"E4-201","22","64",46.75552,-79.04650404
"E4-113","22","57",46.75552,-79.04650404
"E4-114","18","69",45.76868,-79.39777502
"E4-115","11","68",43.28958,-76.128568
"E4-116","9","33",42.79109,-76.135327
"E4-117","12","47",44.54749,-76.12868903
"E4-118","20","37",48.10384,-80.19977597
"E4-119","17","13",45.02376,-79.31190301
"E4-120","3","76",40.23327,-77.280415
"E4-121","1","20",38.8235,-77.71118397
"E4-122","3","53",40.23327,-77.280415
"E4-123","19","70",47.73136,-80.32791398
"E4-124","12","22",44.54749,-76.12868903
"E4-125","18","61",45.76868,-79.39777502
"E4-126","5","28",41.42692,-75.63466896
"E4-127","15","56",44.2915,-79.04909003
"E4-128","22","15",46.75552,-79.04650404
"E4-129","20","43",48.10384,-80.19977597
"E4-130","4","66",40.06813,-76.90717204
"E4-131","10","72",43.69717,-76.19529499
"E4-132","13","60",44.6076,-76.27898502
"E4-133","19","59",47.73136,-80.32791398
"E4-134","22","6",46.75552,-79.04650404
"E4-135","3","34",40.23327,-77.280415
"E4-136","8","13",41.97527,-75.19598002
"E4-137","2","74",38.7966,-77.29988901
"E4-138","17","76",45.02376,-79.31190301
"E4-139","20","9",48.10384,-80.19977597
"E4-140","22","73",46.75552,-79.04650404
"E4-141","17","74",45.02376,-79.31190301
"E4-142","10","8",43.69717,-76.19529499
"E4-143","17","59",45.02376,-79.31190301
"E4-144","6","21",41.57154,-74.48428896
"E4-145","19","53",47.73136,-80.32791398
"E4-146","12","60",44.54749,-76.12868903
"E4-147","2","12",38.7966,-77.29988901
"E4-148","8","59",41.97527,-75.19598002
"E4-149","8","36",41.97527,-75.19598002
"E4-150","16","79",44.75284,-79.33799797
"E4-151","12","3",44.54749,-76.12868903
"E4-152","10","29",43.69717,-76.19529499
"E4-153","20","30",48.10384,-80.19977597
"E4-154","13","2",44.6076,-76.27898502
"E4-155","13","26",44.6076,-76.27898502
"E4-156","19","31",47.73136,-80.32791398
"E4-157","11","37",43.28958,-76.128568
"E4-158","15","14",44.2915,-79.04909003
"E4-159","19","25",47.73136,-80.32791398
"E4-160","12","36",44.54749,-76.12868903
"E4-161","16","59",44.75284,-79.33799797
"E4-162","15","39",44.2915,-79.04909003
"E4-163","8","75",41.97527,-75.19598002
"E4-164","22","45",46.75552,-79.04650404
"E4-165","8","14",41.97527,-75.19598002
"E4-166","13","61",44.6076,-76.27898502
"E4-167","20","59",48.10384,-80.19977597
"E4-168","2","77",38.7966,-77.29988901
"E4-169","13","45",44.6076,-76.27898502
"E4-170","13","27",44.6076,-76.27898502
"E4-171","13","33",44.6076,-76.27898502
"E4-172","18","19",45.76868,-79.39777502
"E4-173","15","7",44.2915,-79.04909003
"E4-174","11","30",43.28958,-76.128568
"E4-175","4","80",40.06813,-76.90717204
"E4-176","20","50",48.10384,-80.19977597
"E4-177","6","56",41.57154,-74.48428896
"E4-178","18","77",45.76868,-79.39777502
"E4-179","2","19",38.7966,-77.29988901
"E4-181","22","24",46.75552,-79.04650404
"E4-182","5","37",41.42692,-75.63466896
"E4-183","4","47",40.06813,-76.90717204
"E4-184","1","17",38.8235,-77.71118397
"E4-185","11","41",43.28958,-76.128568
"E4-186","9","36",42.79109,-76.135327
"E4-187","10","80",43.69717,-76.19529499
"E4-188","1","12",38.8235,-77.71118397
"E4-189","8","43",41.97527,-75.19598002
"E4-190","4","26",40.06813,-76.90717204
"E4-191","1","59",38.8235,-77.71118397
"E4-192","8","12",41.97527,-75.19598002
"E4-193","13","53",44.6076,-76.27898502
"E4-194","4","48",40.06813,-76.90717204
"E4-195","6","55",41.57154,-74.48428896
"E4-196","14","79",44.29771,-78.300041
"E4-197","2","21",38.7966,-77.29988901
"E4-198","14","9",44.29771,-78.300041
"E4-199","20","47",48.10384,-80.19977597
"E4-200","17","48",45.02376,-79.31190301
"E5-1","16","52",44.75284,-79.33799797
"E5-2","10","30",43.69717,-76.19529499
"E5-3","15","14",44.2915,-79.04909003
"E5-4","15","23",44.2915,-79.04909003
"E5-5","13","53",44.6076,-76.27898502
"E5-6","20","43",48.10384,-80.19977597
"E5-7","18","76",45.76868,-79.39777502
"E5-8","3","34",40.23327,-77.280415
"E5-9","13","78",44.6076,-76.27898502
"E5-10","5","50",41.42692,-75.63466896
"E5-11","22","73",46.75552,-79.04650404
"E5-12","13","60",44.6076,-76.27898502
"E5-13","10","62",43.69717,-76.19529499
"E5-14","20","47",48.10384,-80.19977597
"E5-15","22","24",46.75552,-79.04650404
"E5-16","2","31",38.7966,-77.29988901
"E5-17","8","75",41.97527,-75.19598002
"E5-18","3","46",40.23327,-77.280415
"E5-19","14","21",44.29771,-78.300041
"E5-20","8","13",41.97527,-75.19598002
"E5-21","11","60",43.28958,-76.128568
"E5-22","19","26",47.73136,-80.32791398
"E5-23","11","41",43.28958,-76.128568
"E5-24","12","68",44.54749,-76.12868903
"E5-25","3","24",40.23327,-77.280415
"E5-26","19","25",47.73136,-80.32791398
"E5-27","14","17",44.29771,-78.300041
"E5-28","4","14",40.06813,-76.90717204
"E5-29","20","37",48.10384,-80.19977597
"E5-30","10","80",43.69717,-76.19529499
"E5-31","12","29",44.54749,-76.12868903
"E5-32","19","59",47.73136,-80.32791398
"E5-33","17","65",45.02376,-79.31190301
"E5-34","13","61",44.6076,-76.27898502
"E5-35","13","2",44.6076,-76.27898502
"E5-36","1","26",38.8235,-77.71118397
"E5-37","3","76",40.23327,-77.280415
"E5-38","9","54",42.79109,-76.135327
"E5-39","1","20",38.8235,-77.71118397
"E5-40","6","44",41.57154,-74.48428896
"E5-41","12","51",44.54749,-76.12868903
"E5-42","4","64",40.06813,-76.90717204
"E5-43","6","55",41.57154,-74.48428896
"E5-44","20","41",48.10384,-80.19977597
"E5-45","11","63",43.28958,-76.128568
"E5-46","22","64",46.75552,-79.04650404
"E5-47","8","14",41.97527,-75.19598002
"E5-48","13","47",44.6076,-76.27898502
"E5-49","4","47",40.06813,-76.90717204
"E5-50","18","69",45.76868,-79.39777502
"E5-51","4","46",40.06813,-76.90717204
"E5-52","4","65",40.06813,-76.90717204
"E5-54","17","21",45.02376,-79.31190301
"E5-55","15","72",44.2915,-79.04909003
"E5-56","13","26",44.6076,-76.27898502
"E5-57","2","77",38.7966,-77.29988901
"E5-58","9","27",42.79109,-76.135327
"E5-59","4","73",40.06813,-76.90717204
"E5-60","17","48",45.02376,-79.31190301
"E5-61","13","37",44.6076,-76.27898502
"E5-62","14","79",44.29771,-78.300041
"E5-63","9","72",42.79109,-76.135327
"E5-64","17","74",45.02376,-79.31190301
"E5-65","3","31",40.23327,-77.280415
"E5-66","1","47",38.8235,-77.71118397
"E5-67","18","77",45.76868,-79.39777502
"E5-68","22","6",46.75552,-79.04650404
"E5-69","6","21",41.57154,-74.48428896
"E5-70","6","36",41.57154,-74.48428896
"E5-71","2","21",38.7966,-77.29988901
"E5-72","2","74",38.7966,-77.29988901
"E5-73","17","30",45.02376,-79.31190301
"E5-74","13","33",44.6076,-76.27898502
"E5-75","13","27",44.6076,-76.27898502
"E5-76","18","50",45.76868,-79.39777502
"E5-77","14","72",44.29771,-78.300041
"E5-79","8","58",41.97527,-75.19598002
"E5-80","8","32",41.97527,-75.19598002
"E5-81","18","61",45.76868,-79.39777502
"E5-82","2","46",38.7966,-77.29988901
"E5-83","8","12",41.97527,-75.19598002
"E5-85","16","28",44.75284,-79.33799797
"E5-86","12","6",44.54749,-76.12868903
"E5-87","20","59",48.10384,-80.19977597
"E5-88","1","12",38.8235,-77.71118397
"E5-89","2","25",38.7966,-77.29988901
"E5-90","18","3",45.76868,-79.39777502
"E5-91","2","7",38.7966,-77.29988901
"E5-92","15","22",44.2915,-79.04909003
"E5-93","20","50",48.10384,-80.19977597
"E5-94","16","38",44.75284,-79.33799797
"E5-95","11","26",43.28958,-76.128568
"E5-96","14","30",44.29771,-78.300041
"E5-97","18","30",45.76868,-79.39777502
"E5-98","6","20",41.57154,-74.48428896
"E5-99","20","73",48.10384,-80.19977597
"E5-100","5","37",41.42692,-75.63466896
"E5-101","10","29",43.69717,-76.19529499
"E5-102","1","71",38.8235,-77.71118397
"E5-103","12","47",44.54749,-76.12868903
"E5-104","22","15",46.75552,-79.04650404
"E5-105","2","12",38.7966,-77.29988901
"E5-106","10","76",43.69717,-76.19529499
"E5-107","12","60",44.54749,-76.12868903
"E5-109","6","65",41.57154,-74.48428896
"E5-110","11","46",43.28958,-76.128568
"E5-111","10","76",43.69717,-76.19529499
"E5-112","9","33",42.79109,-76.135327
"E5-113","10","2",43.69717,-76.19529499
"E5-114","12","52",44.54749,-76.12868903
"E5-115","3","53",40.23327,-77.280415
"E5-116","11","66",43.28958,-76.128568
"E5-117","16","5",44.75284,-79.33799797
"E5-118","20","7",48.10384,-80.19977597
"E5-119","11","15",43.28958,-76.128568
"E5-120","12","3",44.54749,-76.12868903
"E5-121","16","70",44.75284,-79.33799797
"E5-122","3","45",40.23327,-77.280415
"E5-123","20","5",48.10384,-80.19977597
"E5-124","22","48",46.75552,-79.04650404
"E5-125","17","1",45.02376,-79.31190301
"E5-126","12","75",44.54749,-76.12868903
"E5-127","20","9",48.10384,-80.19977597
"E5-128","2","35",38.7966,-77.29988901
"E5-129","19","70",47.73136,-80.32791398
"E5-130","19","38",47.73136,-80.32791398
"E5-131","16","66",44.75284,-79.33799797
"E5-132","19","31",47.73136,-80.32791398
"E5-134","12","36",44.54749,-76.12868903
"E5-135","14","9",44.29771,-78.300041
"E5-136","22","11",46.75552,-79.04650404
"E5-137","13","45",44.6076,-76.27898502
"E5-138","14","16",44.29771,-78.300041
"E5-139","15","74",44.2915,-79.04909003
"E5-140","1","64",38.8235,-77.71118397
"E5-141","1","59",38.8235,-77.71118397
"E5-142","4","26",40.06813,-76.90717204
"E5-143","1","2",38.8235,-77.71118397
"E5-144","22","57",46.75552,-79.04650404
"E5-145","15","7",44.2915,-79.04909003
"E5-146","11","68",43.28958,-76.128568
"E5-147","10","8",43.69717,-76.19529499
"E5-148","14","61",44.29771,-78.300041
"E5-149","8","63",41.97527,-75.19598002
"E5-150","1","7",38.8235,-77.71118397
"E5-151","18","19",45.76868,-79.39777502
"E5-152","18","22",45.76868,-79.39777502
"E5-153","4","80",40.06813,-76.90717204
"E5-154","6","19",41.57154,-74.48428896
"E5-155","17","76",45.02376,-79.31190301
"E5-156","17","59",45.02376,-79.31190301
"E5-157","9","49",42.79109,-76.135327
"E5-158","16","59",44.75284,-79.33799797
"E5-159","5","28",41.42692,-75.63466896
"E5-160","10","54",43.69717,-76.19529499
"E5-161","14","70",44.29771,-78.300041
"E5-162","22","46",46.75552,-79.04650404
"E5-163","6","56",41.57154,-74.48428896
"E5-164","11","58",43.28958,-76.128568
"E5-165","16","79",44.75284,-79.33799797
"E5-166","18","2",45.76868,-79.39777502
"E5-167","19","6",47.73136,-80.32791398
"E5-168","22","32",46.75552,-79.04650404
"E5-169","11","30",43.28958,-76.128568
"E5-170","10","37",43.69717,-76.19529499
"E5-171","1","25",38.8235,-77.71118397
"E5-172","15","13",44.2915,-79.04909003
"E5-173","12","22",44.54749,-76.12868903
"E5-174","15","42",44.2915,-79.04909003
"E5-175","19","69",47.73136,-80.32791398
"E5-176","19","53",47.73136,-80.32791398
"E5-177","20","30",48.10384,-80.19977597
"E5-178","8","59",41.97527,-75.19598002
"E5-179","22","45",46.75552,-79.04650404
"E5-180","3","75",40.23327,-77.280415
"E5-181","15","39",44.2915,-79.04909003
"E5-182","4","66",40.06813,-76.90717204
"E5-183","10","7",43.69717,-76.19529499
"E5-184","17","70",45.02376,-79.31190301
"E5-185","17","21",45.02376,-79.31190301
"E5-186","14","39",44.29771,-78.300041
"E5-187","15","56",44.2915,-79.04909003
"E5-188","18","80",45.76868,-79.39777502
"E5-189","11","37",43.28958,-76.128568
"E5-190","1","17",38.8235,-77.71118397
"E5-191","16","9",44.75284,-79.33799797
"E5-192","6","5",41.57154,-74.48428896
"E5-193","17","13",45.02376,-79.31190301
"E5-194","8","43",41.97527,-75.19598002
"E5-195","8","36",41.97527,-75.19598002
"E5-196","8","55",41.97527,-75.19598002
"E5-197","9","36",42.79109,-76.135327
"E5-198","5","14",41.42692,-75.63466896
"E5-199","19","40",47.73136,-80.32791398
"E5-200","2","19",38.7966,-77.29988901
"E6-1","10","76",43.69717,-76.19529499
"E6-2","2","74",38.7966,-77.29988901
"E6-3","19","38",47.73136,-80.32791398
"E6-4","10","62",43.69717,-76.19529499
"E6-5","2","31",38.7966,-77.29988901
"E6-6","15","23",44.2915,-79.04909003
"E6-7","9","49",42.79109,-76.135327
"E6-8","18","61",45.76868,-79.39777502
"E6-9","16","5",44.75284,-79.33799797
"E6-10","17","70",45.02376,-79.31190301
"E6-11","3","45",40.23327,-77.280415
"E6-12","17","65",45.02376,-79.31190301
"E6-13","14","61",44.29771,-78.300041
"E6-14","12","47",44.54749,-76.12868903
"E6-15","18","76",45.76868,-79.39777502
"E6-16","20","41",48.10384,-80.19977597
"E6-17","14","72",44.29771,-78.300041
"E6-18","22","32",46.75552,-79.04650404
"E6-19","3","46",40.23327,-77.280415
"E6-20","13","26",44.6076,-76.27898502
"E6-21","12","52",44.54749,-76.12868903
"E6-22","15","74",44.2915,-79.04909003
"E6-23","22","15",46.75552,-79.04650404
"E6-24","20","23",48.10384,-80.19977597
"E6-25","5","37",41.42692,-75.63466896
"E6-26","18","69",45.76868,-79.39777502
"E6-27","17","48",45.02376,-79.31190301
"E6-28","4","64",40.06813,-76.90717204
"E6-29","12","3",44.54749,-76.12868903
"E6-30","2","7",38.7966,-77.29988901
"E6-31","13","47",44.6076,-76.27898502
"E6-32","17","59",45.02376,-79.31190301
"E6-33","16","9",44.75284,-79.33799797
"E6-34","1","17",38.8235,-77.71118397
"E6-35","10","7",43.69717,-76.19529499
"E6-36","11","60",43.28958,-76.128568
"E6-37","22","73",46.75552,-79.04650404
"E6-38","10","29",43.69717,-76.19529499
"E6-39","11","15",43.28958,-76.128568
"E6-40","20","47",48.10384,-80.19977597
"E6-41","1","26",38.8235,-77.71118397
"E6-42","2","35",38.7966,-77.29988901
"E6-43","6","56",41.57154,-74.48428896
"E6-44","14","79",44.29771,-78.300041
"E6-45","5","50",41.42692,-75.63466896
"E6-46","16","38",44.75284,-79.33799797
"E6-47","13","45",44.6076,-76.27898502
"E6-48","14","9",44.29771,-78.300041
"E6-49","11","63",43.28958,-76.128568
"E6-50","4","48",40.06813,-76.90717204
"E6-51","11","30",43.28958,-76.128568
"E6-52","8","32",41.97527,-75.19598002
"E6-53","12","36",44.54749,-76.12868903
"E6-54","20","37",48.10384,-80.19977597
"E6-55","20","59",48.10384,-80.19977597
"E6-56","11","58",43.28958,-76.128568
"E6-57","17","30",45.02376,-79.31190301
"E6-58","11","46",43.28958,-76.128568
"E6-59","1","12",38.8235,-77.71118397
"E6-60","11","41",43.28958,-76.128568
"E6-61","14","70",44.29771,-78.300041
"E6-62","22","45",46.75552,-79.04650404
"E6-63","1","59",38.8235,-77.71118397
"E6-64","3","34",40.23327,-77.280415
"E6-65","2","25",38.7966,-77.29988901
"E6-66","17","76",45.02376,-79.31190301
"E6-67","11","26",43.28958,-76.128568
"E6-68","16","13",44.75284,-79.33799797
"E6-69","20","50",48.10384,-80.19977597
"E6-70","15","39",44.2915,-79.04909003
"E6-71","12","29",44.54749,-76.12868903
"E6-72","9","35",42.79109,-76.135327
"E6-73","10","37",43.69717,-76.19529499
"E6-74","1","64",38.8235,-77.71118397
"E6-75","6","36",41.57154,-74.48428896
"E6-76","14","17",44.29771,-78.300041
"E6-77","8","12",41.97527,-75.19598002
"E6-78","14","21",44.29771,-78.300041
"E6-79","4","80",40.06813,-76.90717204
"E6-80","18","2",45.76868,-79.39777502
"E6-81","18","22",45.76868,-79.39777502
"E6-82","20","73",48.10384,-80.19977597
"E6-83","4","26",40.06813,-76.90717204
"E6-84","5","28",41.42692,-75.63466896
"E6-85","18","19",45.76868,-79.39777502
"E6-86","11","66",43.28958,-76.128568
"E6-87","22","6",46.75552,-79.04650404
"E6-88","20","30",48.10384,-80.19977597
"E6-89","10","54",43.69717,-76.19529499
"E6-90","3","75",40.23327,-77.280415
"E6-91","10","2",43.69717,-76.19529499
"E6-92","8","63",41.97527,-75.19598002
"E6-93","15","56",44.2915,-79.04909003
"E6-94","19","31",47.73136,-80.32791398
"E6-95","4","14",40.06813,-76.90717204
"E6-96","22","24",46.75552,-79.04650404
"E6-97","12","51",44.54749,-76.12868903
"E6-98","1","7",38.8235,-77.71118397
"E6-99","3","76",40.23327,-77.280415
"E6-100","2","19",38.7966,-77.29988901
"E6-101","17","1",45.02376,-79.31190301
"E6-102","15","13",44.2915,-79.04909003
"E6-103","5","14",41.42692,-75.63466896
"E6-104","8","36",41.97527,-75.19598002
"E6-105","16","70",44.75284,-79.33799797
"E6-106","6","5",41.57154,-74.48428896
"E6-107","19","70",47.73136,-80.32791398
"E6-108","16","79",44.75284,-79.33799797
"E6-109","12","75",44.54749,-76.12868903
"E6-110","14","30",44.29771,-78.300041
"E6-111","22","11",46.75552,-79.04650404
"E6-112","3","31",40.23327,-77.280415
"E6-113","22","64",46.75552,-79.04650404
"E6-114","8","75",41.97527,-75.19598002
"E6-115","13","53",44.6076,-76.27898502
"E6-116","14","39",44.29771,-78.300041
"E6-117","19","59",47.73136,-80.32791398
"E6-118","18","80",45.76868,-79.39777502
"E6-119","10","8",43.69717,-76.19529499
"E6-120","6","44",41.57154,-74.48428896
"E6-121","4","73",40.06813,-76.90717204
"E6-122","15","42",44.2915,-79.04909003
"E6-123","4","48",40.06813,-76.90717204
"E6-124","18","50",45.76868,-79.39777502
"E6-125","12","60",44.54749,-76.12868903
"E6-126","15","7",44.2915,-79.04909003
"E6-127","19","6",47.73136,-80.32791398
"E6-128","6","55",41.57154,-74.48428896
"E6-129","13","78",44.6076,-76.27898502
"E6-130","2","21",38.7966,-77.29988901
"E6-131","10","80",43.69717,-76.19529499
"E6-132","2","12",38.7966,-77.29988901
"E6-133","8","14",41.97527,-75.19598002
"E6-135","8","55",41.97527,-75.19598002
"E6-136","1","2",38.8235,-77.71118397
"E6-137","19","40",47.73136,-80.32791398
"E6-138","13","2",44.6076,-76.27898502
"E6-140","16","59",44.75284,-79.33799797
"E6-141","13","61",44.6076,-76.27898502
"E6-142","12","6",44.54749,-76.12868903
"E6-143","6","19",41.57154,-74.48428896
"E6-144","22","46",46.75552,-79.04650404
"E6-145","20","43",48.10384,-80.19977597
"E6-146","19","26",47.73136,-80.32791398
"E6-147","17","21",45.02376,-79.31190301
"E6-148","8","43",41.97527,-75.19598002
"E6-149","16","28",44.75284,-79.33799797
"E6-150","18","30",45.76868,-79.39777502
"E6-151","12","22",44.54749,-76.12868903
"E6-152","12","68",44.54749,-76.12868903
"E6-153","14","16",44.29771,-78.300041
"E6-154","19","53",47.73136,-80.32791398
"E6-155","4","46",40.06813,-76.90717204
"E6-156","17","74",45.02376,-79.31190301
"E6-157","20","9",48.10384,-80.19977597
"E6-158","19","69",47.73136,-80.32791398
"E6-159","2","77",38.7966,-77.29988901
"E6-160","3","53",40.23327,-77.280415
"E6-161","13","27",44.6076,-76.27898502
"E6-162","1","20",38.8235,-77.71118397
"E6-163","13","60",44.6076,-76.27898502
"E6-164","4","47",40.06813,-76.90717204
"E6-165","11","37",43.28958,-76.128568
"E6-166","1","47",38.8235,-77.71118397
"E6-167","18","77",45.76868,-79.39777502
"E6-168","15","22",44.2915,-79.04909003
"E6-169","2","46",38.7966,-77.29988901
"E6-170","9","72",42.79109,-76.135327
"E6-171","1","71",38.8235,-77.71118397
"E6-172","10","72",43.69717,-76.19529499
"E6-173","11","68",43.28958,-76.128568
"E6-174","1","25",38.8235,-77.71118397
"E6-175","20","23",48.10384,-80.19977597
"E6-176","22","57",46.75552,-79.04650404
"E6-177","6","65",41.57154,-74.48428896
"E6-178","8","59",41.97527,-75.19598002
"E6-179","16","66",44.75284,-79.33799797
"E6-180","22","48",46.75552,-79.04650404
"E6-181","13","37",44.6076,-76.27898502
"E6-182","8","58",41.97527,-75.19598002
"E6-183","17","13",45.02376,-79.31190301
"E6-184","3","24",40.23327,-77.280415
"E6-185","19","25",47.73136,-80.32791398
"E6-186","4","65",40.06813,-76.90717204
"E6-187","16","52",44.75284,-79.33799797
"E6-188","20","7",48.10384,-80.19977597
"E6-189","15","72",44.2915,-79.04909003
"E6-190","8","13",41.97527,-75.19598002
"E6-191","15","14",44.2915,-79.04909003
"E6-192","4","66",40.06813,-76.90717204
"E6-193","9","33",42.79109,-76.135327
"E6-194","6","20",41.57154,-74.48428896
"E6-195","10","30",43.69717,-76.19529499
"E6-196","18","3",45.76868,-79.39777502
"E6-197","20","5",48.10384,-80.19977597
"E6-198","9","54",42.79109,-76.135327
"E6-199","13","33",44.6076,-76.27898502
"E6-200","6","21",41.57154,-74.48428896
"E7-1","8","60",41.97527,-75.19598002
"E7-2","16","9",44.75284,-79.33799797
"E7-3","1","25",38.8235,-77.71118397
"E7-4","8","63",41.97527,-75.19598002
"E7-5","15","56",44.2915,-79.04909003
"E7-6","20","23",48.10384,-80.19977597
"E7-7","17","70",45.02376,-79.31190301
"E7-8","1","17",38.8235,-77.71118397
"E7-9","4","73",40.06813,-76.90717204
"E7-10","12","36",44.54749,-76.12868903
"E7-11","5","37",41.42692,-75.63466896
"E7-12","14","21",44.29771,-78.300041
"E7-13","20","59",48.10384,-80.19977597
"E7-14","16","60",44.75284,-79.33799797
"E7-15","22","32",46.75552,-79.04650404
"E7-16","17","21",45.02376,-79.31190301
