"ind","pop","fam","lat","lon"
"E7-17","16","66",44.75284,-79.33799797
"E7-18","10","76",43.69717,-76.19529499
"E7-19","4","48",40.06813,-76.90717204
"E7-20","6","41",41.57154,-74.48428896
"E7-21","16","70",44.75284,-79.33799797
"E7-22","22","11",46.75552,-79.04650404
"E7-23","17","59",45.02376,-79.31190301
"E7-24","13","45",44.6076,-76.27898502
"E7-25","2","25",38.7966,-77.29988901
"E7-26","8","36",41.97527,-75.19598002
"E7-27","11","68",43.28958,-76.128568
"E7-28","20","30",48.10384,-80.19977597
"E7-29","18","2",45.76868,-79.39777502
"E7-30","5","50",41.42692,-75.63466896
"E7-31","14","61",44.29771,-78.300041
"E7-32","22","60",46.75552,-79.04650404
"E7-33","4","65",40.06813,-76.90717204
"E7-34","9","27",42.79109,-76.135327
"E7-35","22","24",46.75552,-79.04650404
"E7-36","2","77",38.7966,-77.29988901
"E7-37","16","52",44.75284,-79.33799797
"E7-38","20","73",48.10384,-80.19977597
"E7-39","9","33",42.79109,-76.135327
"E7-40","3","24",40.23327,-77.280415
"E7-41","14","17",44.29771,-78.300041
"E7-42","12","6",44.54749,-76.12868903
"E7-43","14","20",44.29771,-78.300041
"E7-44","5","33",41.42692,-75.63466896
"E7-45","11","9",43.28958,-76.128568
"E7-46","1","2",38.8235,-77.71118397
"E7-47","19","75",47.73136,-80.32791398
"E7-48","5","28",41.42692,-75.63466896
"E7-49","20","7",48.10384,-80.19977597
"E7-50","15","42",44.2915,-79.04909003
"E7-51","10","37",43.69717,-76.19529499
"E7-52","11","26",43.28958,-76.128568
"E7-53","16","48",44.75284,-79.33799797
"E7-54","4","66",40.06813,-76.90717204
"E7-55","18","71",45.76868,-79.39777502
"E7-56","19","70",47.73136,-80.32791398
"E7-57","14","9",44.29771,-78.300041
"E7-58","5","74",41.42692,-75.63466896
"E7-59","6","65",41.57154,-74.48428896
"E7-60","11","41",43.28958,-76.128568
"E7-61","15","39",44.2915,-79.04909003
"E7-62","4","80",40.06813,-76.90717204
"E7-63","17","76",45.02376,-79.31190301
"E7-64","4","26",40.06813,-76.90717204
"E7-65","12","60",44.54749,-76.12868903
"E7-66","13","53",44.6076,-76.27898502
"E7-67","8","43",41.97527,-75.19598002
"E7-68","12","22",44.54749,-76.12868903
"E7-69","8","59",41.97527,-75.19598002
"E7-70","12","75",44.54749,-76.12868903
"E7-71","8","12",41.97527,-75.19598002
"E7-72","10","7",43.69717,-76.19529499
"E7-73","12","69",44.54749,-76.12868903
"E7-74","11","30",43.28958,-76.128568
"E7-75","20","50",48.10384,-80.19977597
"E7-76","11","63",43.28958,-76.128568
"E7-77","19","25",47.73136,-80.32791398
"E7-78","14","72",44.29771,-78.300041
"E7-79","3","76",40.23327,-77.280415
"E7-80","3","34",40.23327,-77.280415
"E7-81","14","79",44.29771,-78.300041
"E7-82","1","7",38.8235,-77.71118397
"E7-83","12","68",44.54749,-76.12868903
"E7-84","20","41",48.10384,-80.19977597
"E7-85","10","2",43.69717,-76.19529499
"E7-86","22","48",46.75552,-79.04650404
"E7-87","13","2",44.6076,-76.27898502
"E7-88","2","7",38.7966,-77.29988901
"E7-89","15","23",44.2915,-79.04909003
"E7-90","13","26",44.6076,-76.27898502
"E7-91","2","35",38.7966,-77.29988901
"E7-92","19","60",47.73136,-80.32791398
"E7-93","9","35",42.79109,-76.135327
"E7-94","1","71",38.8235,-77.71118397
"E7-95","6","44",41.57154,-74.48428896
"E7-96","15","14",44.2915,-79.04909003
"E7-97","2","12",38.7966,-77.29988901
"E7-98","18","76",45.76868,-79.39777502
"E7-99","6","20",41.57154,-74.48428896
"E7-100","11","66",43.28958,-76.128568
"E7-101","16","5",44.75284,-79.33799797
"E7-102","9","36",42.79109,-76.135327
"E7-103","16","59",44.75284,-79.33799797
"E7-104","8","55",41.97527,-75.19598002
"E7-105","10","29",43.69717,-76.19529499
"E7-106","2","19",38.7966,-77.29988901
"E7-107","16","38",44.75284,-79.33799797
"E7-108","20","47",48.10384,-80.19977597
"E7-109","11","37",43.28958,-76.128568
"E7-110","20","43",48.10384,-80.19977597
"E7-111","12","3",44.54749,-76.12868903
"E7-112","13","37",44.6076,-76.27898502
"E7-113","11","58",43.28958,-76.128568
"E7-114","6","19",41.57154,-74.48428896
"E7-115","22","64",46.75552,-79.04650404
"E7-116","3","75",40.23327,-77.280415
"E7-117","13","78",44.6076,-76.27898502
"E7-118","4","14",40.06813,-76.90717204
"E7-119","15","7",44.2915,-79.04909003
"E7-120","18","19",45.76868,-79.39777502
"E7-121","2","46",38.7966,-77.29988901
"E7-122","22","57",46.75552,-79.04650404
"E7-123","19","31",47.73136,-80.32791398
"E7-124","19","53",47.73136,-80.32791398
"E7-125","12","29",44.54749,-76.12868903
"E7-126","17","30",45.02376,-79.31190301
"E7-127","22","73",46.75552,-79.04650404
"E7-128","1","47",38.8235,-77.71118397
"E7-129","19","69",47.73136,-80.32791398
"E7-130","9","49",42.79109,-76.135327
"E7-131","12","51",44.54749,-76.12868903
"E7-132","8","13",41.97527,-75.19598002
"E7-133","17","13",45.02376,-79.31190301
"E7-134","22","45",46.75552,-79.04650404
"E7-135","2","74",38.7966,-77.29988901
"E7-136","18","80",45.76868,-79.39777502
"E7-137","18","61",45.76868,-79.39777502
"E7-138","22","15",46.75552,-79.04650404
"E7-139","10","62",43.69717,-76.19529499
"E7-140","18","69",45.76868,-79.39777502
"E7-141","14","16",44.29771,-78.300041
"E7-142","18","50",45.76868,-79.39777502
"E7-143","14","11",44.29771,-78.300041
"E7-144","22","6",46.75552,-79.04650404
"E7-145","16","13",44.75284,-79.33799797
"E7-146","11","15",43.28958,-76.128568
"E7-147","8","32",41.97527,-75.19598002
"E7-148","10","54",43.69717,-76.19529499
"E7-149","17","1",45.02376,-79.31190301
"E7-150","18","77",45.76868,-79.39777502
"E7-151","20","5",48.10384,-80.19977597
"E7-152","1","26",38.8235,-77.71118397
"E7-153","4","64",40.06813,-76.90717204
"E7-154","10","35",43.69717,-76.19529499
"E7-155","15","13",44.2915,-79.04909003
"E7-156","13","21",44.6076,-76.27898502
"E7-157","13","27",44.6076,-76.27898502
"E7-158","17","48",45.02376,-79.31190301
"E7-159","10","30",43.69717,-76.19529499
"E7-160","18","30",45.76868,-79.39777502
"E7-161","1","59",38.8235,-77.71118397
"E7-162","22","46",46.75552,-79.04650404
"E7-163","1","12",38.8235,-77.71118397
"E7-164","12","47",44.54749,-76.12868903
"E7-165","19","59",47.73136,-80.32791398
"E7-166","13","60",44.6076,-76.27898502
"E7-167","8","58",41.97527,-75.19598002
"E7-168","19","6",47.73136,-80.32791398
"E7-169","9","47",42.79109,-76.135327
"E7-170","6","62",41.57154,-74.48428896
"E7-171","14","70",44.29771,-78.300041
"E7-172","4","47",40.06813,-76.90717204
"E7-173","15","60",44.2915,-79.04909003
"E7-174","12","52",44.54749,-76.12868903
"E7-175","17","62",45.02376,-79.31190301
"E7-176","3","31",40.23327,-77.280415
"E7-177","3","46",40.23327,-77.280415
"E7-178","10","72",43.69717,-76.19529499
"E7-179","4","46",40.06813,-76.90717204
"E7-180","15","22",44.2915,-79.04909003
"E7-181","14","30",44.29771,-78.300041
"E7-182","11","60",43.28958,-76.128568
"E7-183","5","12",41.42692,-75.63466896
"E7-184","6","5",41.57154,-74.48428896
"E7-185","5","34",41.42692,-75.63466896
"E7-186","2","21",38.7966,-77.29988901
"E7-187","6","36",41.57154,-74.48428896
"E7-188","15","72",44.2915,-79.04909003
"E7-189","17","74",45.02376,-79.31190301
"E7-190","5","14",41.42692,-75.63466896
"E7-191","15","29",44.2915,-79.04909003
"E7-192","10","8",43.69717,-76.19529499
"E7-193","3","45",40.23327,-77.280415
"E7-194","19","40",47.73136,-80.32791398
"E7-195","3","53",40.23327,-77.280415
"E7-196","1","20",38.8235,-77.71118397
"E7-197","6","21",41.57154,-74.48428896
"E7-198","2","31",38.7966,-77.29988901
"E7-199","18","22",45.76868,-79.39777502
"E7-200","19","38",47.73136,-80.32791398
"E7-201","6","56",41.57154,-74.48428896
"E7-202","1","64",38.8235,-77.71118397
"E8-1","20","47",48.10384,-80.19977597
"E8-2","3","31",40.23327,-77.280415
"E8-3","14","17",44.29771,-78.300041
"E8-4","14","16",44.29771,-78.300041
"E8-5","13","45",44.6076,-76.27898502
"E8-6","12","51",44.54749,-76.12868903
"E8-7","12","36",44.54749,-76.12868903
"E8-8","22","64",46.75552,-79.04650404
"E8-9","19","75",47.73136,-80.32791398
"E8-10","13","26",44.6076,-76.27898502
"E8-11","3","75",40.23327,-77.280415
"E8-12","4","80",40.06813,-76.90717204
"E8-13","18","80",45.76868,-79.39777502
"E8-14","17","21",45.02376,-79.31190301
"E8-15","15","39",44.2915,-79.04909003
"E8-16","16","59",44.75284,-79.33799797
"E8-17","1","71",38.8235,-77.71118397
"E8-18","12","6",44.54749,-76.12868903
"E8-19","11","30",43.28958,-76.128568
"E8-20","10","8",43.69717,-76.19529499
"E8-21","22","46",46.75552,-79.04650404
"E8-22","8","60",41.97527,-75.19598002
"E8-23","9","27",42.79109,-76.135327
"E8-24","18","69",45.76868,-79.39777502
"E8-25","15","56",44.2915,-79.04909003
"E8-26","20","73",48.10384,-80.19977597
"E8-27","6","41",41.57154,-74.48428896
"E8-28","4","66",40.06813,-76.90717204
"E8-29","18","19",45.76868,-79.39777502
"E8-30","3","45",40.23327,-77.280415
"E8-31","18","77",45.76868,-79.39777502
"E8-32","14","30",44.29771,-78.300041
"E8-33","20","41",48.10384,-80.19977597
"E8-34","20","50",48.10384,-80.19977597
"E8-35","14","72",44.29771,-78.300041
"E8-36","13","61",44.6076,-76.27898502
"E8-37","11","9",43.28958,-76.128568
"E8-38","11","26",43.28958,-76.128568
"E8-39","14","9",44.29771,-78.300041
"E8-40","19","70",47.73136,-80.32791398
"E8-41","8","32",41.97527,-75.19598002
"E8-42","5","33",41.42692,-75.63466896
"E8-43","16","66",44.75284,-79.33799797
"E8-44","22","57",46.75552,-79.04650404
"E8-45","17","30",45.02376,-79.31190301
"E8-46","22","73",46.75552,-79.04650404
"E8-47","22","11",46.75552,-79.04650404
"E8-48","16","38",44.75284,-79.33799797
"E8-49","10","29",43.69717,-76.19529499
"E8-50","15","23",44.2915,-79.04909003
"E8-51","15","60",44.2915,-79.04909003
"E8-52","16","5",44.75284,-79.33799797
"E8-53","8","13",41.97527,-75.19598002
"E8-54","17","59",45.02376,-79.31190301
"E8-55","6","44",41.57154,-74.48428896
"E8-56","1","26",38.8235,-77.71118397
"E8-57","17","48",45.02376,-79.31190301
"E8-58","1","47",38.8235,-77.71118397
"E8-59","15","7",44.2915,-79.04909003
"E8-60","14","11",44.29771,-78.300041
"E8-61","19","69",47.73136,-80.32791398
"E8-62","4","73",40.06813,-76.90717204
"E8-63","4","14",40.06813,-76.90717204
"E8-64","12","3",44.54749,-76.12868903
"E8-65","18","50",45.76868,-79.39777502
"E8-66","8","58",41.97527,-75.19598002
"E8-67","18","61",45.76868,-79.39777502
"E8-68","22","15",46.75552,-79.04650404
"E8-69","16","70",44.75284,-79.33799797
"E8-70","16","48",44.75284,-79.33799797
"E8-71","13","78",44.6076,-76.27898502
"E8-72","14","70",44.29771,-78.300041
"E8-73","12","22",44.54749,-76.12868903
"E8-74","18","30",45.76868,-79.39777502
"E8-75","4","65",40.06813,-76.90717204
"E8-76","10","35",43.69717,-76.19529499
"E8-77","15","72",44.2915,-79.04909003
"E8-78","8","36",41.97527,-75.19598002
"E8-79","15","42",44.2915,-79.04909003
"E8-80","11","66",43.28958,-76.128568
"E8-81","19","59",47.73136,-80.32791398
"E8-82","16","9",44.75284,-79.33799797
"E8-83","20","5",48.10384,-80.19977597
"E8-84","2","77",38.7966,-77.29988901
"E8-85","6","65",41.57154,-74.48428896
"E8-86","16","13",44.75284,-79.33799797
"E8-87","10","54",43.69717,-76.19529499
"E8-88","1","17",38.8235,-77.71118397
"E8-89","15","22",44.2915,-79.04909003
"E8-90","18","22",45.76868,-79.39777502
"E8-91","17","13",45.02376,-79.31190301
"E8-92","16","60",44.75284,-79.33799797
"E8-93","16","52",44.75284,-79.33799797
"E8-94","14","21",44.29771,-78.300041
"E8-95","20","59",48.10384,-80.19977597
"E8-96","9","35",42.79109,-76.135327
"E8-97","9","36",42.79109,-76.135327
"E8-98","19","31",47.73136,-80.32791398
"E8-99","22","6",46.75552,-79.04650404
"E8-100","1","12",38.8235,-77.71118397
"E8-101","18","71",45.76868,-79.39777502
"E8-102","12","60",44.54749,-76.12868903
"E8-103","2","46",38.7966,-77.29988901
"E8-104","4","46",40.06813,-76.90717204
"E8-105","5","12",41.42692,-75.63466896
"E8-106","4","47",40.06813,-76.90717204
"E8-107","3","46",40.23327,-77.280415
"E8-108","3","53",40.23327,-77.280415
"E8-109","10","62",43.69717,-76.19529499
"E8-110","11","15",43.28958,-76.128568
"E8-111","5","50",41.42692,-75.63466896
"E8-112","12","52",44.54749,-76.12868903
"E8-113","12","47",44.54749,-76.12868903
"E8-114","18","2",45.76868,-79.39777502
"E8-115","22","60",46.75552,-79.04650404
"E8-116","22","32",46.75552,-79.04650404
"E8-117","4","48",40.06813,-76.90717204
"E8-118","2","74",38.7966,-77.29988901
"E8-119","5","28",41.42692,-75.63466896
"E8-120","13","2",44.6076,-76.27898502
"E8-121","15","29",44.2915,-79.04909003
"E8-122","10","2",43.69717,-76.19529499
"E8-123","6","20",41.57154,-74.48428896
"E8-124","17","62",45.02376,-79.31190301
"E8-125","11","68",43.28958,-76.128568
"E8-126","11","41",43.28958,-76.128568
"E8-127","19","53",47.73136,-80.32791398
"E8-128","1","7",38.8235,-77.71118397
"E8-129","2","19",38.7966,-77.29988901
"E8-130","8","55",41.97527,-75.19598002
"E8-131","6","5",41.57154,-74.48428896
"E8-132","17","1",45.02376,-79.31190301
"E8-133","3","34",40.23327,-77.280415
"E8-134","19","40",47.73136,-80.32791398
"E8-135","12","69",44.54749,-76.12868903
"E8-136","13","60",44.6076,-76.27898502
"E8-137","13","21",44.6076,-76.27898502
"E8-138","10","30",43.69717,-76.19529499
"E8-139","5","74",41.42692,-75.63466896
"E8-140","20","23",48.10384,-80.19977597
"E8-141","19","6",47.73136,-80.32791398
"E8-142","10","72",43.69717,-76.19529499
"E8-143","22","45",46.75552,-79.04650404
"E8-144","9","49",42.79109,-76.135327
"E8-145","11","37",43.28958,-76.128568
"E8-146","9","47",42.79109,-76.135327
"E8-147","11","58",43.28958,-76.128568
"E8-148","13","37",44.6076,-76.27898502
"E8-149","5","14",41.42692,-75.63466896
"E8-150","2","7",38.7966,-77.29988901
"E8-151","6","36",41.57154,-74.48428896
"E8-152","3","24",40.23327,-77.280415
"E8-153","3","76",40.23327,-77.280415
"E8-154","18","76",45.76868,-79.39777502
"E8-155","8","43",41.97527,-75.19598002
"E8-156","13","53",44.6076,-76.27898502
"E8-157","1","25",38.8235,-77.71118397
"E8-158","22","24",46.75552,-79.04650404
"E8-159","2","31",38.7966,-77.29988901
"E8-160","15","13",44.2915,-79.04909003
"E8-161","19","25",47.73136,-80.32791398
"E8-162","9","33",42.79109,-76.135327
"E8-163","14","61",44.29771,-78.300041
"E8-164","12","29",44.54749,-76.12868903
"E8-165","8","59",41.97527,-75.19598002
"E8-166","20","30",48.10384,-80.19977597
"E8-167","13","27",44.6076,-76.27898502
"E8-168","17","70",45.02376,-79.31190301
"E8-169","2","25",38.7966,-77.29988901
"E8-170","2","35",38.7966,-77.29988901
"E8-171","6","62",41.57154,-74.48428896
"E8-172","4","64",40.06813,-76.90717204
"E8-173","1","64",38.8235,-77.71118397
"E8-174","19","60",47.73136,-80.32791398
"E8-175","6","19",41.57154,-74.48428896
"E8-176","5","37",41.42692,-75.63466896
"E8-177","10","76",43.69717,-76.19529499
"E8-178","11","60",43.28958,-76.128568
"E8-179","19","38",47.73136,-80.32791398
"E8-180","10","37",43.69717,-76.19529499
"E8-181","14","20",44.29771,-78.300041
"E8-182","20","7",48.10384,-80.19977597
"E8-183","12","68",44.54749,-76.12868903
"E8-184","2","21",38.7966,-77.29988901
"E8-185","14","79",44.29771,-78.300041
"E8-186","4","26",40.06813,-76.90717204
"E8-187","17","76",45.02376,-79.31190301
"E8-188","8","12",41.97527,-75.19598002
"E8-189","8","63",41.97527,-75.19598002
"E8-190","20","43",48.10384,-80.19977597
"E8-191","11","63",43.28958,-76.128568
"E8-192","12","75",44.54749,-76.12868903
"E8-193","2","12",38.7966,-77.29988901
"E8-194","22","48",46.75552,-79.04650404
"E8-195","10","7",43.69717,-76.19529499
"E8-196","15","14",44.2915,-79.04909003
"E8-197","6","56",41.57154,-74.48428896
"E8-198","1","20",38.8235,-77.71118397
"E8-199","17","74",45.02376,-79.31190301
"E8-200","1","2",38.8235,-77.71118397
"E9-1","19","70",47.73136,-80.32791398
"E9-2","5","37",41.42692,-75.63466896
"E9-3","15","72",44.2915,-79.04909003
"E9-4","6","56",41.57154,-74.48428896
"E9-5","22","32",46.75552,-79.04650404
"E9-6","20","5",48.10384,-80.19977597
"E9-7","6","62",41.57154,-74.48428896
"E9-8","13","2",44.6076,-76.27898502
"E9-9","22","46",46.75552,-79.04650404
"E9-10","10","30",43.69717,-76.19529499
"E9-11","1","12",38.8235,-77.71118397
"E9-12","19","38",47.73136,-80.32791398
"E9-13","1","47",38.8235,-77.71118397
"E9-14","1","25",38.8235,-77.71118397
"E9-15","19","59",47.73136,-80.32791398
"E9-16","10","7",43.69717,-76.19529499
"E9-17","1","64",38.8235,-77.71118397
"E9-18","18","30",45.76868,-79.39777502
"E9-19","22","15",46.75552,-79.04650404
"E9-20","11","68",43.28958,-76.128568
"E9-22","12","68",44.54749,-76.12868903
"E9-23","13","53",44.6076,-76.27898502
"E9-24","11","41",43.28958,-76.128568
"E9-25","22","48",46.75552,-79.04650404
"E9-26","16","52",44.75284,-79.33799797
"E9-27","8","60",41.97527,-75.19598002
"E9-28","1","59",38.8235,-77.71118397
"E9-29","15","29",44.2915,-79.04909003
"E9-30","17","48",45.02376,-79.31190301
"E9-31","17","59",45.02376,-79.31190301
"E9-32","16","70",44.75284,-79.33799797
"E9-33","8","32",41.97527,-75.19598002
"E9-34","4","47",40.06813,-76.90717204
"E9-35","18","76",45.76868,-79.39777502
"E9-36","9","27",42.79109,-76.135327
"E9-37","16","38",44.75284,-79.33799797
"E9-38","8","63",41.97527,-75.19598002
"E9-39","12","29",44.54749,-76.12868903
"E9-40","14","16",44.29771,-78.300041
"E9-41","9","35",42.79109,-76.135327
"E9-42","12","22",44.54749,-76.12868903
"E9-43","9","49",42.79109,-76.135327
"E9-44","1","26",38.8235,-77.71118397
"E9-45","2","7",38.7966,-77.29988901
"E9-46","12","51",44.54749,-76.12868903
"E9-47","4","14",40.06813,-76.90717204
"E9-48","15","7",44.2915,-79.04909003
"E9-49","10","29",43.69717,-76.19529499
"E9-50","15","56",44.2915,-79.04909003
"E9-51","1","17",38.8235,-77.71118397
"E9-52","22","64",46.75552,-79.04650404
"E9-53","8","55",41.97527,-75.19598002
"E9-54","3","34",40.23327,-77.280415
"E9-55","1","7",38.8235,-77.71118397
"E9-56","3","76",40.23327,-77.280415
"E9-57","13","60",44.6076,-76.27898502
"E9-58","15","13",44.2915,-79.04909003
"E9-59","14","70",44.29771,-78.300041
"E9-60","16","48",44.75284,-79.33799797
"E9-61","10","2",43.69717,-76.19529499
"E9-62","17","74",45.02376,-79.31190301
"E9-63","17","21",45.02376,-79.31190301
"E9-64","14","79",44.29771,-78.300041
"E9-65","14","30",44.29771,-78.300041
"E9-66","6","44",41.57154,-74.48428896
"E9-67","8","13",41.97527,-75.19598002
"E9-68","11","9",43.28958,-76.128568
"E9-69","4","80",40.06813,-76.90717204
"E9-70","6","41",41.57154,-74.48428896
"E9-71","16","5",44.75284,-79.33799797
"E9-72","8","59",41.97527,-75.19598002
"E9-73","2","35",38.7966,-77.29988901
"E9-74","5","50",41.42692,-75.63466896
"E9-75","19","31",47.73136,-80.32791398
"E9-76","13","78",44.6076,-76.27898502
"E9-77","17","76",45.02376,-79.31190301
"E9-78","14","72",44.29771,-78.300041
"E9-79","19","40",47.73136,-80.32791398
"E9-80","12","47",44.54749,-76.12868903
"E9-81","14","9",44.29771,-78.300041
"E9-82","15","60",44.2915,-79.04909003
"E9-83","17","70",45.02376,-79.31190301
"E9-84","14","21",44.29771,-78.300041
"E9-85","16","13",44.75284,-79.33799797
"E9-86","3","31",40.23327,-77.280415
"E9-87","11","37",43.28958,-76.128568
"E9-88","2","21",38.7966,-77.29988901
"E9-89","10","62",43.69717,-76.19529499
"E9-90","13","61",44.6076,-76.27898502
"E9-91","3","45",40.23327,-77.280415
"E9-92","8","58",41.97527,-75.19598002
"E9-93","20","41",48.10384,-80.19977597
"E9-94","2","19",38.7966,-77.29988901
"E9-95","12","52",44.54749,-76.12868903
"E9-96","1","2",38.8235,-77.71118397
"E9-97","15","23",44.2915,-79.04909003
"E9-98","4","46",40.06813,-76.90717204
"E9-99","16","59",44.75284,-79.33799797
"E9-100","6","65",41.57154,-74.48428896
"E9-101","14","11",44.29771,-78.300041
"E9-102","5","12",41.42692,-75.63466896
"E9-103","5","74",41.42692,-75.63466896
"E9-104","22","6",46.75552,-79.04650404
"E9-105","8","36",41.97527,-75.19598002
"E9-106","8","43",41.97527,-75.19598002
"E9-107","6","20",41.57154,-74.48428896
"E9-108","2","74",38.7966,-77.29988901
"E9-109","2","12",38.7966,-77.29988901
"E9-110","5","33",41.42692,-75.63466896
"E9-111","20","23",48.10384,-80.19977597
"E9-112","19","75",47.73136,-80.32791398
"E9-113","10","76",43.69717,-76.19529499
"E9-114","12","75",44.54749,-76.12868903
"E9-115","2","46",38.7966,-77.29988901
"E9-116","12","69",44.54749,-76.12868903
"E9-117","4","65",40.06813,-76.90717204
"E9-118","9","47",42.79109,-76.135327
"E9-119","18","61",45.76868,-79.39777502
"E9-120","22","57",46.75552,-79.04650404
"E9-121","14","61",44.29771,-78.300041
"E9-122","15","22",44.2915,-79.04909003
"E9-123","11","58",43.28958,-76.128568
"E9-124","20","43",48.10384,-80.19977597
"E9-125","3","46",40.23327,-77.280415
"E9-126","1","20",38.8235,-77.71118397
"E9-127","17","62",45.02376,-79.31190301
"E9-128","4","48",40.06813,-76.90717204
"E9-129","6","19",41.57154,-74.48428896
"E9-130","11","63",43.28958,-76.128568
"E9-131","17","1",45.02376,-79.31190301
"E9-132","16","60",44.75284,-79.33799797
"E9-133","20","50",48.10384,-80.19977597
"E9-134","19","6",47.73136,-80.32791398
"E9-135","22","45",46.75552,-79.04650404
"E9-136","18","19",45.76868,-79.39777502
"E9-137","12","3",44.54749,-76.12868903
"E9-138","1","71",38.8235,-77.71118397
"E9-139","13","26",44.6076,-76.27898502
"E9-140","10","72",43.69717,-76.19529499
"E9-141","12","60",44.54749,-76.12868903
"E9-142","19","69",47.73136,-80.32791398
"E9-143","20","59",48.10384,-80.19977597
"E9-144","2","31",38.7966,-77.29988901
"E9-145","22","60",46.75552,-79.04650404
"E9-146","15","42",44.2915,-79.04909003
"E9-147","19","60",47.73136,-80.32791398
"E9-148","15","14",44.2915,-79.04909003
"E9-149","11","30",43.28958,-76.128568
"E9-150","12","6",44.54749,-76.12868903
"E9-151","11","66",43.28958,-76.128568
"E9-152","13","27",44.6076,-76.27898502
"E9-153","10","37",43.69717,-76.19529499
"E9-154","3","53",40.23327,-77.280415
"E9-155","20","30",48.10384,-80.19977597
"E9-156","6","5",41.57154,-74.48428896
"E9-157","19","25",47.73136,-80.32791398
"E9-158","15","39",44.2915,-79.04909003
"E9-159","9","33",42.79109,-76.135327
"E9-160","17","30",45.02376,-79.31190301
"E9-161","16","9",44.75284,-79.33799797
"E9-162","18","71",45.76868,-79.39777502
"E9-163","18","2",45.76868,-79.39777502
"E9-164","2","77",38.7966,-77.29988901
"E9-165","4","73",40.06813,-76.90717204
"E9-166","22","73",46.75552,-79.04650404
"E9-167","11","15",43.28958,-76.128568
"E9-168","10","54",43.69717,-76.19529499
"E9-169","14","20",44.29771,-78.300041
"E9-170","9","36",42.79109,-76.135327
"E9-171","19","53",47.73136,-80.32791398
"E9-172","20","73",48.10384,-80.19977597
"E9-173","4","64",40.06813,-76.90717204
"E9-174","17","13",45.02376,-79.31190301
"E9-175","8","12",41.97527,-75.19598002
"E9-176","18","50",45.76868,-79.39777502
"E9-177","5","28",41.42692,-75.63466896
"E9-178","2","25",38.7966,-77.29988901
"E9-179","20","7",48.10384,-80.19977597
"E9-180","22","11",46.75552,-79.04650404
"E9-181","10","35",43.69717,-76.19529499
"E9-182","22","24",46.75552,-79.04650404
"E9-183","14","17",44.29771,-78.300041
"E9-184","11","26",43.28958,-76.128568
"E9-185","11","60",43.28958,-76.128568
"E9-186","13","37",44.6076,-76.27898502
"E9-187","3","75",40.23327,-77.280415
"E9-188","13","45",44.6076,-76.27898502
"E9-189","18","80",45.76868,-79.39777502
"E9-190","16","66",44.75284,-79.33799797
"E9-191","13","21",44.6076,-76.27898502
"E9-192","12","36",44.54749,-76.12868903
"E9-193","3","24",40.23327,-77.280415
"E9-194","18","77",45.76868,-79.39777502
"E9-195","4","66",40.06813,-76.90717204
"E9-196","4","26",40.06813,-76.90717204
"E9-197","18","22",45.76868,-79.39777502
"E9-198","20","47",48.10384,-80.19977597
"E9-199","6","36",41.57154,-74.48428896
"E9-200","18","69",45.76868,-79.39777502
"E9-201","10","8",43.69717,-76.19529499
"E9-202","6","21",41.57154,-74.48428896
"E10-1","5","74",41.42692,-75.63466896
"E10-3","3","53",40.23327,-77.280415
"E10-4","15","7",44.2915,-79.04909003
"E10-5","22","11",46.75552,-79.04650404
"E10-6","18","2",45.76868,-79.39777502
"E10-7","20","5",48.10384,-80.19977597
"E10-8","4","80",40.06813,-76.90717204
"E10-9","2","12",38.7966,-77.29988901
"E10-10","3","24",40.23327,-77.280415
"E10-11","16","66",44.75284,-79.33799797
"E10-12","14","11",44.29771,-78.300041
"E10-13","6","65",41.57154,-74.48428896
"E10-14","11","60",43.28958,-76.128568
"E10-15","11","26",43.28958,-76.128568
"E10-16","6","21",41.57154,-74.48428896
