Block,Pos,Date,Weight (g),Measured_by,Entered_by,Missing,Notes
E5,190,2023-04-11,32.13,Kris Sanchez,Gabrielle Janfield,1,
E5,191,2023-04-11,59.15,Kris Sanchez,Gabrielle Janfield,,
E5,192,2023-04-11,32.39,Kris Sanchez,Gabrielle Janfield,1,
E5,193,2023-04-11,32.95,Kris Sanchez,Gabrielle Janfield,1,no fruit 
E5,194,2023-04-11,36.42,Kris Sanchez,Gabrielle Janfield,,
E5,195,2023-04-11,31.91,Kris Sanchez,Gabrielle Janfield,1,
E5,196,2023-04-11,34.08,Kris Sanchez,Gabrielle Janfield,,
E5,197,2023-04-11,34.72,Kris Sanchez,Gabrielle Janfield,,
E5,198,2023-04-11,43.56,Kris Sanchez,Gabrielle Janfield,,
E5,199,2023-04-11,49.76,Kris Sanchez,Gabrielle Janfield,,
E5,200,2023-04-11,51.85,Kris Sanchez,Gabrielle Janfield,,
E6,1,2023-01-13,94.86,Olivia Bain and Charles Last,Charles Last,,
E6,2,2023-01-13,34.29,Olivia Bain and Charles Last,Charles Last,,
E6,3,2023-01-13,38.57,Olivia Bain and Charles Last,Charles Last,,
E6,4,2023-01-13,33.37,Olivia Bain and Charles Last,Charles Last,,
E6,5,2023-01-13,56.73,Olivia Bain and Charles Last,Charles Last,,
E6,6,2023-01-13,34.59,Olivia Bain and Charles Last,Charles Last,,
E6,7,2023-01-13,38.19,Olivia Bain and Charles Last,Charles Last,,
E6,8,2023-01-13,35.35,Olivia Bain and Charles Last,Charles Last,,
E6,9,2023-01-13,35.04,Olivia Bain and Charles Last,Charles Last,,
E6,10,2023-01-13,33.15,Olivia Bain and Charles Last,Charles Last,,
E6,11,2023-01-13,56.7,Olivia Bain and Charles Last,Charles Last,,
E6,12,2023-01-13,34.45,Olivia Bain and Charles Last,Charles Last,,
E6,13,2023-01-13,31.11,Olivia Bain and Charles Last,Charles Last,,
E6,14,2023-01-13,40.36,Olivia Bain and Charles Last,Charles Last,,
E6,15,2023-01-13,72.47,Olivia Bain and Charles Last,Charles Last,,
E6,16,2023-01-13,35.08,Olivia Bain and Charles Last,Charles Last,,
E6,17,2023-01-13,43.75,Olivia Bain and Charles Last,Charles Last,,
E6,18,2023-01-13,45.21,Olivia Bain and Charles Last,Charles Last,,
E6,19,2023-01-13,43.65,Olivia Bain and Charles Last,Charles Last,,
E6,20,2023-01-13,33.01,Olivia Bain and Charles Last,Charles Last,1,
E6,21,2023-01-13,44.85,Olivia Bain and Charles Last,Charles Last,,
E6,22,2023-01-13,38.04,Olivia Bain and Charles Last,Charles Last,,
E6,23,2023-01-13,39.4,Olivia Bain and Charles Last,Charles Last,,
E6,24,2023-01-13,34.19,Olivia Bain and Charles Last,Charles Last,,
E6,25,2023-01-13,39.8,Olivia Bain and Charles Last,Charles Last,,
E6,26,2023-01-13,41.4,Olivia Bain and Charles Last,Charles Last,,
E6,27,2023-01-13,38,Olivia Bain and Charles Last,Charles Last,,
E6,28,2023-01-13,55.24,Olivia Bain and Charles Last,Charles Last,,
E6,29,2023-01-13,35.51,Olivia Bain and Charles Last,Charles Last,,
E6,30,2023-01-13,41.82,Olivia Bain and Charles Last,Charles Last,,
E6,31,2023-01-13,44.28,Olivia Bain and Charles Last,Charles Last,,
E6,32,2023-01-13,42.08,Olivia Bain and Charles Last,Charles Last,,
E6,33,2023-01-13,43.47,Olivia Bain and Charles Last,Charles Last,,
E6,34,2023-01-13,35.18,Olivia Bain and Charles Last,Charles Last,,
E6,35,2023-01-13,44.43,Olivia Bain and Charles Last,Charles Last,,
E6,36,2023-01-13,62.72,Olivia Bain and Charles Last,Charles Last,,
E6,37,2023-01-13,37.61,Olivia Bain and Charles Last,Charles Last,,
E6,38,2023-01-13,39.2,Olivia Bain and Charles Last,Charles Last,,
E6,39,2023-01-13,43.25,Olivia Bain and Charles Last,Charles Last,1,
E6,40,2023-01-13,38.58,Olivia Bain and Charles Last,Charles Last,,
E6,41,2023-01-13,33.87,Olivia Bain and Charles Last,Charles Last,,
E6,42,2023-01-13,43.19,Olivia Bain and Charles Last,Charles Last,,
E6,43,2023-01-13,43.32,Olivia Bain and Charles Last,Charles Last,,
E6,44,2023-01-13,36.98,Olivia Bain and Charles Last,Charles Last,,
E6,45,2023-01-13,39.11,Olivia Bain and Charles Last,Charles Last,,
E6,46,2023-01-13,42.04,Olivia Bain and Charles Last,Charles Last,,
E6,47,2023-01-13,36.68,Olivia Bain and Charles Last,Charles Last,,
E6,48,2023-01-13,35.32,Olivia Bain and Charles Last,Charles Last,,
E6,49,2023-01-13,40.9,Olivia Bain and Charles Last,Charles Last,,
E6,50,2023-01-13,62.65,Olivia Bain and Charles Last,Charles Last,,
E6,51,2023-01-13,55.87,Olivia Bain and Charles Last,Charles Last,,
E6,52,2023-01-13,33.66,Olivia Bain and Charles Last,Charles Last,,
E6,53,2023-01-13,40.13,Olivia Bain and Charles Last,Charles Last,,
E6,54,2023-01-13,41.96,Olivia Bain and Charles Last,Charles Last,,
E6,55,2023-01-13,33.41,Olivia Bain and Charles Last,Charles Last,1,
E6,56,2023-01-13,40.02,Olivia Bain and Charles Last,Charles Last,,
E6,57,2023-01-13,35.52,Olivia Bain and Charles Last,Charles Last,,
E6,58,2023-01-13,50.7,Olivia Bain and Charles Last,Charles Last,,
E6,59,2023-01-13,43.84,Olivia Bain and Charles Last,Charles Last,,
E6,60,2023-01-13,41.84,Olivia Bain and Charles Last,Charles Last,,
E6,61,2023-01-13,46.23,Olivia Bain and Charles Last,Charles Last,,
E6,62,2023-01-13,46.34,Olivia Bain and Charles Last,Charles Last,,
E6,63,2023-01-13,46.1,Olivia Bain and Charles Last,Charles Last,,
E6,64,2023-01-13,33,Olivia Bain and Charles Last,Charles Last,1,
E6,65,2023-01-13,41.76,Olivia Bain and Charles Last,Charles Last,,
E6,66,2023-01-13,43.06,Olivia Bain and Charles Last,Charles Last,,
E6,67,2023-01-13,36.87,Olivia Bain and Charles Last,Charles Last,,
E6,68,2023-01-13,48.31,Olivia Bain and Charles Last,Charles Last,,
E6,69,2023-01-13,39.75,Olivia Bain and Charles Last,Charles Last,,
E6,70,2023-01-13,34.48,Olivia Bain and Charles Last,Charles Last,,
E6,71,2023-01-13,47.7,Olivia Bain and Charles Last,Charles Last,,
E6,72,2023-01-13,34.08,Olivia Bain and Charles Last,Charles Last,,
E6,73,2023-01-13,48.74,Olivia Bain and Charles Last,Charles Last,,
E6,74,2023-01-13,32.83,Olivia Bain and Charles Last,Charles Last,1,
E6,75,2023-01-13,39.53,Olivia Bain and Charles Last,Charles Last,,
E6,76,2023-01-13,34.42,Olivia Bain and Charles Last,Charles Last,,
E6,77,2023-01-13,46.42,Olivia Bain and Charles Last,Charles Last,,
E6,78,2023-01-13,41.82,Olivia Bain and Charles Last,Charles Last,,
E6,79,2023-01-13,60.54,Olivia Bain and Charles Last,Charles Last,,
E6,80,2023-01-13,36.42,Olivia Bain and Charles Last,Charles Last,,
E6,81,2023-01-13,31.57,Olivia Bain and Charles Last,Charles Last,,
E6,82,2023-01-13,51.05,Olivia Bain and Charles Last,Charles Last,,
E6,83,2023-01-13,54.87,Olivia Bain and Charles Last,Charles Last,,
E6,84,2023-01-13,34.23,Olivia Bain and Charles Last,Charles Last,,
E6,85,2023-01-13,41.06,Olivia Bain and Charles Last,Charles Last,,
E6,86,2023-01-13,52.34,Olivia Bain and Charles Last,Charles Last,,
E6,87,2023-01-13,37.77,Olivia Bain and Charles Last,Charles Last,,
E6,88,2023-01-13,40.56,Olivia Bain and Charles Last,Charles Last,,
E6,89,2023-01-13,56.11,Olivia Bain and Charles Last,Charles Last,,
E6,90,2023-01-13,48.44,Olivia Bain and Charles Last,Charles Last,,
E6,91,2023-01-13,35.8,Olivia Bain and Charles Last,Charles Last,,
E6,92,2023-01-13,46.11,Olivia Bain and Charles Last,Charles Last,,
E6,93,2023-01-13,35.94,Olivia Bain and Charles Last,Charles Last,,
E6,94,2023-01-13,33.41,Olivia Bain and Charles Last,Charles Last,,
E6,95,2023-01-13,36.6,Olivia Bain and Charles Last,Charles Last,,
E6,96,2023-01-13,43.15,Olivia Bain and Charles Last,Charles Last,,
E6,97,2023-01-13,33.83,Olivia Bain and Charles Last,Charles Last,,
E6,98,2023-01-13,62.84,Olivia Bain and Charles Last,Charles Last,,
E6,99,2023-01-13,86.25,Olivia Bain and Charles Last,Charles Last,,
E6,100,2023-01-13,95.45,Olivia Bain and Charles Last,Charles Last,,
E6,101,2023-01-13,52.55,Olivia Bain and Charles Last,Charles Last,,
E6,102,2023-01-13,37.51,Olivia Bain and Charles Last,Charles Last,,
E6,103,2023-01-13,33.97,Olivia Bain and Charles Last,Charles Last,,
E6,104,2023-01-13,51.3,Olivia Bain and Charles Last,Charles Last,,
E6,105,2023-01-13,61.26,Olivia Bain and Charles Last,Charles Last,,
E6,106,2023-01-13,48.98,Olivia Bain and Charles Last,Charles Last,,
E6,107,2023-01-13,37.01,Olivia Bain and Charles Last,Charles Last,,
E6,108,2023-01-13,58.45,Olivia Bain and Charles Last,Charles Last,,
E6,109,2023-01-13,44.26,Olivia Bain and Charles Last,Charles Last,,
E6,110,2023-01-13,42.82,Olivia Bain and Charles Last,Charles Last,,
E6,111,2023-01-13,51.61,Olivia Bain and Charles Last,Charles Last,,
E6,112,2023-01-13,77.75,Olivia Bain and Charles Last,Charles Last,,
E6,113,2023-01-13,42.16,Olivia Bain and Charles Last,Charles Last,,
E6,114,2023-01-13,49.29,Olivia Bain and Charles Last,Charles Last,,
E6,115,2023-01-13,46.85,Olivia Bain and Charles Last,Charles Last,,
E6,116,2023-01-13,44.85,Olivia Bain and Charles Last,Charles Last,,
E6,117,2023-01-13,37.4,Olivia Bain and Charles Last,Charles Last,,
E6,118,2023-01-13,36.87,Olivia Bain and Charles Last,Charles Last,,
E6,119,2023-01-13,47.15,Olivia Bain and Charles Last,Charles Last,,
E6,120,2023-01-13,59.98,Olivia Bain and Charles Last,Charles Last,,
E6,121,2023-01-13,45.67,Olivia Bain and Charles Last,Charles Last,,
E6,122,2023-01-13,45.3,Olivia Bain and Charles Last,Charles Last,,
E6,123,2023-01-13,88.04,Olivia Bain and Charles Last,Charles Last,,
E6,124,2023-01-13,37.64,Olivia Bain and Charles Last,Charles Last,,
E6,125,2023-01-13,37.37,Olivia Bain and Charles Last,Charles Last,,
E6,126,2023-01-13,34.96,Olivia Bain and Charles Last,Charles Last,,
E6,127,2023-01-13,33.67,Olivia Bain and Charles Last,Charles Last,,
E6,128,2023-01-13,48.04,Olivia Bain and Charles Last,Charles Last,,
E6,129,2023-01-13,35.9,Olivia Bain and Charles Last,Charles Last,,
E6,130,2023-01-13,65.54,Olivia Bain and Charles Last,Charles Last,,
E6,131,2023-01-13,49.63,Olivia Bain and Charles Last,Charles Last,,
E6,132,2023-01-13,51.96,Olivia Bain and Charles Last,Charles Last,,
E6,133,2023-01-13,42.76,Olivia Bain and Charles Last,Charles Last,,
E6,134,2023-01-13,32.73,Olivia Bain and Charles Last,Charles Last,1,
E6,135,2023-01-13,34.38,Olivia Bain and Charles Last,Charles Last,,
E6,136,2023-01-13,39.01,Olivia Bain and Charles Last,Charles Last,,
E6,137,2023-01-13,38.87,Olivia Bain and Charles Last,Charles Last,,
E6,138,2023-01-13,46.89,Olivia Bain and Charles Last,Charles Last,,
E6,139,2023-01-13,32.66,Olivia Bain and Charles Last,Charles Last,1,
E6,140,2023-01-13,46.84,Olivia Bain and Charles Last,Charles Last,,
E6,141,2023-01-13,40.51,Olivia Bain and Charles Last,Charles Last,,
E6,142,2023-01-13,42.48,Olivia Bain and Charles Last,Charles Last,,
E6,143,2023-01-13,50.96,Olivia Bain and Charles Last,Charles Last,,
E6,144,2023-01-13,39.59,Olivia Bain and Charles Last,Charles Last,,
E6,145,2023-01-13,48.53,Olivia Bain and Charles Last,Charles Last,,
E6,146,2023-01-13,36.34,Olivia Bain and Charles Last,Charles Last,,
E6,147,2023-01-13,47.42,Olivia Bain and Charles Last,Charles Last,,
E6,148,2023-01-13,38.91,Olivia Bain and Charles Last,Charles Last,,
E6,149,2023-01-13,35.02,Olivia Bain and Charles Last,Charles Last,,
E6,150,2023-01-13,44.85,Olivia Bain and Charles Last,Charles Last,,
E6,151,2023-01-16,35.63,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E6,152,2023-01-16,38.87,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E6,153,2023-01-16,58.16,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E6,154,2023-01-16,32.5,Olivia Bain and Charles Last,Olivia Bain and Charles Last,1,
E6,155,2023-01-16,70.7,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E6,156,2023-01-16,38.34,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E6,157,2023-01-16,41.48,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E6,158,2023-01-16,35.34,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E6,159,2023-01-16,48.71,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E6,160,2023-01-16,48.24,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E6,161,2023-01-16,37.28,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E6,162,2023-01-16,33.1,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E6,163,2023-01-16,49.93,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E6,164,2023-01-16,37.43,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E6,165,2023-01-16,32.8,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E6,166,2023-01-16,38.43,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E6,167,2023-01-16,38.18,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E6,168,2023-01-16,35,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E6,169,2023-01-16,46.89,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E6,170,2023-01-16,34.96,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E6,171,2023-01-16,52.36,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E6,172,2023-01-16,62.69,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E6,173,2023-01-16,45.44,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E6,174,2023-01-16,38.69,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E6,175,2023-01-16,45.1,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E6,176,2023-01-16,36.88,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E6,177,2023-01-16,36.82,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E6,178,2023-01-16,40.46,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E6,179,2023-01-16,37.77,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E6,180,2023-01-16,37.3,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E6,181,2023-01-16,38.17,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E6,182,2023-01-16,36.79,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E6,183,2023-01-16,39.96,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E6,184,2023-01-16,37.54,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E6,185,2023-01-16,36.63,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E6,186,2023-01-16,39.09,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E6,187,2023-01-16,34.86,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E6,188,2023-01-16,44.07,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E6,189,2023-01-16,34.36,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E6,190,2023-01-16,43.85,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E6,191,2023-01-16,33.06,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E6,192,2023-01-16,52.14,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E6,193,2023-01-16,37.47,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E6,194,2023-01-16,34.58,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E6,195,2023-01-16,42.41,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E6,196,2023-01-16,41.87,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E6,197,2023-01-16,42.8,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E6,198,2023-01-16,49.46,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E6,199,2023-01-16,38,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E6,200,2023-01-16,51.03,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E9,1,2023-01-16,33.67,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E9,2,2023-01-16,41.17,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E9,3,2023-01-16,44.29,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E9,4,2023-01-16,40.67,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E9,5,2023-01-16,38.45,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E9,6,2023-01-16,44.6,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E9,7,2023-01-16,43.47,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E9,8,2023-01-16,38.07,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E9,9,2023-01-16,46.96,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E9,10,2023-01-16,41.25,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E9,11,2023-01-16,54.79,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E9,12,2023-01-16,45.95,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E9,13,2023-01-16,32.99,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E9,14,2023-01-16,53.56,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E9,15,2023-01-16,32.69,Olivia Bain and Charles Last,Olivia Bain and Charles Last,1,
E9,16,2023-01-16,102.26,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E9,17,2023-01-16,47.69,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E9,18,2023-01-16,35.38,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E9,19,2023-01-16,36.36,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E9,20,2023-01-16,42.36,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E9,21,2023-01-16,32.53,Olivia Bain and Charles Last,Olivia Bain and Charles Last,1,
E9,22,2023-01-16,47.78,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E9,23,2023-01-16,42.21,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E9,24,2023-01-16,32.35,Olivia Bain and Charles Last,Olivia Bain and Charles Last,1,
E9,25,2023-01-16,40.1,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E9,26,2023-01-16,33.49,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E9,27,2023-01-16,33.94,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E9,28,2023-01-16,37.18,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E9,29,2023-01-16,46.68,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E9,30,2023-01-16,43.64,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E9,31,2023-01-16,38.32,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E9,32,2023-01-16,34.66,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E9,33,2023-01-16,41.15,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E9,34,2023-01-16,42.52,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E9,35,2023-01-16,32.75,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E9,36,2023-01-16,41.37,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E9,37,2023-01-16,32.37,Olivia Bain and Charles Last,Olivia Bain and Charles Last,1,
E9,38,2023-01-16,40.98,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E9,39,2023-01-16,32.15,Olivia Bain and Charles Last,Olivia Bain and Charles Last,1,
E9,40,2023-01-16,33.6,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E9,41,2023-01-16,34.88,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E9,42,2023-01-16,34.9,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E9,43,2023-01-16,32.31,Olivia Bain and Charles Last,Olivia Bain and Charles Last,1,
E9,44,2023-01-16,46.01,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E9,45,2023-01-16,32.09,Olivia Bain and Charles Last,Olivia Bain and Charles Last,1,
E9,46,2023-01-16,32.01,Olivia Bain and Charles Last,Olivia Bain and Charles Last,1,
E9,47,2023-01-16,32.33,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E9,48,2023-01-16,38.75,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E9,49,2023-01-16,39.72,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E9,50,2023-01-16,39.76,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E9,51,2023-01-16,33.1,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E9,52,2023-01-16,33.04,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E9,53,2023-01-16,31.71,Olivia Bain and Charles Last,Olivia Bain and Charles Last,1,
E9,54,2023-01-16,32.38,Olivia Bain and Charles Last,Olivia Bain and Charles Last,1,
E9,55,2023-01-16,33.52,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E9,56,2023-01-16,32.52,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E9,57,2023-01-16,32.04,Olivia Bain and Charles Last,Olivia Bain and Charles Last,1,
E9,58,2023-01-16,31.42,Olivia Bain and Charles Last,Olivia Bain and Charles Last,1,
E9,59,2023-01-16,32.17,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E9,60,2023-01-16,40.39,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E9,61,2023-01-16,63.14,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E9,62,2023-01-16,32.3,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E9,63,2023-01-16,37.92,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E9,64,2023-01-16,35.59,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E9,65,2023-01-16,48.18,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E9,66,2023-01-16,32.22,Olivia Bain and Charles Last,Olivia Bain and Charles Last,1,
E9,67,2023-01-16,40.9,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
E9,68,2023-01-16,41.32,Olivia Bain and Charles Last,Olivia Bain and Charles Last,,
