Block,Pos,Weight,Measured_by,Date,Entered_by,Missing,Bag
E11,15,23.77,Logan,28-Feb-20,Diego,0,0
E11,16,27.89,Logan,28-Feb-20,Diego,0,0
E11,17,22.49,Logan,28-Feb-20,Diego,0,0
E11,18,34.38,Logan,28-Feb-20,Diego,0,0
E11,19,26.33,Logan,28-Feb-20,Diego,0,0
E11,20,26.95,Logan,28-Feb-20,Diego,0,0
E11,21,52.35,Logan,28-Feb-20,Diego,0,0
E11,22,25.55,Logan,28-Feb-20,Diego,0,0
E11,23,36.89,Logan,28-Feb-20,Diego,0,0
E11,24,22.89,Logan,28-Feb-20,Diego,0,0
E11,25,24.41,Logan,28-Feb-20,Diego,0,0
E11,26,47.81,Logan,28-Feb-20,Diego,0,0
E11,27,23.93,Logan,28-Feb-20,Diego,0,0
E11,28,34.25,Logan,28-Feb-20,Diego,0,0
E11,29,34.18,Logan,28-Feb-20,Diego,0,0
E11,30,38.35,Logan,28-Feb-20,Diego,0,0
E11,31,22.88,Logan,28-Feb-20,Diego,0,0
E11,32,28.48,Logan,28-Feb-20,Diego,0,0
E11,33,30.96,Logan,28-Feb-20,Diego,0,0
E11,34,25.74,Logan,28-Feb-20,Diego,0,0
E11,35,26.37,Logan,28-Feb-20,Diego,0,0
E11,36,33.39,Logan,28-Feb-20,Diego,0,0
E11,37,27.04,Logan,28-Feb-20,Diego,0,0
E11,38,33.42,Logan,28-Feb-20,Diego,0,0
E11,39,29.65,Logan,28-Feb-20,Diego,0,0
E11,40,22.77,Logan,28-Feb-20,Diego,0,0
E11,41,36.66,Logan,28-Feb-20,Diego,0,0
E11,42,25.14,Logan,28-Feb-20,Diego,0,0
E11,43,23.15,Logan,28-Feb-20,Diego,0,0
E11,44,26,Logan,28-Feb-20,Diego,0,0
E11,45,29.97,Logan,28-Feb-20,Diego,0,0
E11,46,70.07,Logan,28-Feb-20,Diego,0,0
E11,47,22.65,Logan,28-Feb-20,Diego,0,0
E11,48,36.57,Logan,28-Feb-20,Diego,0,0
E11,49,25.42,Logan,28-Feb-20,Diego,0,0
E11,50,24.6,Logan,28-Feb-20,Diego,0,0
E11,51,44.4,Mabel,05-Mar-20,Diego,0,0
E11,52,39.58,Mabel,05-Mar-20,Diego,0,0
E11,53,43.16,Mabel,05-Mar-20,Diego,0,0
E11,54,33.16,Mabel,05-Mar-20,Diego,0,0
E11,55,34.93,Mabel,05-Mar-20,Diego,0,0
E11,56,41.58,Mabel,05-Mar-20,Diego,0,0
E11,57,39.29,Mabel,05-Mar-20,Diego,0,0
E11,58,35.93,Mabel,05-Mar-20,Diego,0,0
E11,59,23.41,Mabel,05-Mar-20,Diego,0,0
E11,60,28.85,Mabel,05-Mar-20,Diego,0,0
E11,61,71.91,Mabel,05-Mar-20,Diego,0,0
E11,62,24.28,Mabel,05-Mar-20,Diego,0,0
E11,63,40.1,Mabel,05-Mar-20,Diego,0,0
E11,64,56.58,Mabel,05-Mar-20,Diego,0,0
E11,65,24.62,Mabel,05-Mar-20,Diego,0,0
E11,66,45.76,Mabel,05-Mar-20,Diego,0,0
E11,67,30.65,Mabel,05-Mar-20,Diego,0,0
E11,68,34.62,Mabel,05-Mar-20,Diego,0,0
E11,69,22.88,Mabel,05-Mar-20,Diego,0,0
E11,70,38.39,Mabel,05-Mar-20,Diego,0,0
E11,71,55.44,Mabel,05-Mar-20,Diego,0,0
E11,72,23.77,Mabel,05-Mar-20,Diego,0,0
E11,73,29.21,Mabel,05-Mar-20,Diego,0,0
E11,74,29.94,Mabel,05-Mar-20,Diego,0,0
E11,75,24.33,Mabel,05-Mar-20,Diego,0,0
E11,76,34.8,Mabel,05-Mar-20,Diego,0,0
E11,77,22.97,Mabel,05-Mar-20,Diego,0,0
E11,78,48.76,Mabel,05-Mar-20,Diego,0,0
E11,79,28.5,Mabel,05-Mar-20,Diego,0,0
E11,80,27.85,Mabel,05-Mar-20,Diego,0,0
E11,81,43.42,Mabel,05-Mar-20,Diego,0,0
E11,82,33.06,Mabel,05-Mar-20,Diego,0,0
E11,83,33.86,Mabel,05-Mar-20,Diego,0,0
E11,84,37.72,Mabel,05-Mar-20,Diego,0,0
E11,85,29.34,Mabel,05-Mar-20,Diego,0,0
E11,86,70.77,Mabel,05-Mar-20,Diego,0,0
E11,87,37.27,Mabel,05-Mar-20,Diego,0,0
E11,88,53.34,Mabel,05-Mar-20,Diego,0,0
E11,89,26.16,Mabel,05-Mar-20,Diego,0,0
E11,90,35.97,Mabel,05-Mar-20,Diego,0,0
E11,91,30.38,Mabel,05-Mar-20,Diego,0,0
E11,92,35,Mabel,05-Mar-20,Diego,0,0
E11,93,30.6,Mabel,05-Mar-20,Diego,0,0
E11,94,32.89,Mabel,05-Mar-20,Diego,0,0
E11,95,41.69,Mabel,05-Mar-20,Diego,0,0
E11,96,23.02,Mabel,05-Mar-20,Diego,0,0
E11,97,46.37,Mabel,05-Mar-20,Diego,0,0
E11,98,30.53,Mabel,05-Mar-20,Diego,0,0
E11,99,72.06,Mabel,05-Mar-20,Diego,0,0
E11,100,30.43,Mabel,05-Mar-20,Diego,0,0
E11,101,44.44,Diego,04-Aug-21,Diego,0,0
E11,102,37.69,Diego,04-Aug-21,Diego,0,0
E11,103,28.6,Diego,04-Aug-21,Diego,0,0
E11,104,45.46,Diego,04-Aug-21,Diego,0,0
E11,105,33.18,Diego,04-Aug-21,Diego,0,0
E11,106,31.64,Diego,04-Aug-21,Diego,0,0
E11,107,36.48,Diego,04-Aug-21,Diego,0,0
E11,108,45.19,Diego,04-Aug-21,Diego,0,0
E11,109,26.45,Diego,04-Aug-21,Diego,0,0
E11,110,24.19,Diego,04-Aug-21,Diego,0,0
E11,111,35.74,Diego,04-Aug-21,Diego,0,0
E11,112,49.68,Diego,04-Aug-21,Diego,0,0
E11,113,50.06,Diego,04-Aug-21,Diego,0,0
E11,114,24.04,Diego,04-Aug-21,Diego,1,0
E11,115,47.2,Diego,04-Aug-21,Diego,0,0
E11,116,24.41,Diego,04-Aug-21,Diego,0,0
E11,117,27.28,Diego,04-Aug-21,Diego,0,0
E11,118,41.96,Diego,04-Aug-21,Diego,0,0
E11,119,45.15,Diego,04-Aug-21,Diego,0,0
E11,120,48.05,Diego,04-Aug-21,Diego,0,0
E11,121,23.9,Diego,04-Aug-21,Diego,1,0
E11,122,24.07,Diego,04-Aug-21,Diego,1,0
E11,123,41.88,Diego,04-Aug-21,Diego,0,0
E11,124,24,Diego,04-Aug-21,Diego,0,0
E11,125,44.84,Diego,04-Aug-21,Diego,0,0
E11,126,42.59,Diego,04-Aug-21,Diego,0,0
E11,127,29.66,Diego,04-Aug-21,Diego,0,0
E11,128,36.42,Diego,04-Aug-21,Diego,0,0
E11,129,28.6,Diego,04-Aug-21,Diego,0,0
E11,130,43.7,Diego,04-Aug-21,Diego,0,0
E11,131,45.66,Diego,04-Aug-21,Diego,0,0
E11,132,26.17,Diego,04-Aug-21,Diego,0,0
E11,133,24.39,Diego,04-Aug-21,Diego,0,0
E11,134,23.88,Diego,04-Aug-21,Diego,0,0
E11,135,36.35,Diego,04-Aug-21,Diego,0,0
E11,136,43.11,Diego,04-Aug-21,Diego,0,0
E11,137,41.6,Diego,04-Aug-21,Diego,0,0
E11,138,39.43,Diego,04-Aug-21,Diego,0,0
E11,139,29.35,Diego,04-Aug-21,Diego,0,0
E11,140,44.87,Diego,04-Aug-21,Diego,0,0
E11,141,51.74,Diego,04-Aug-21,Diego,0,0
E11,142,36.82,Diego,04-Aug-21,Diego,0,0
E11,143,61.07,Diego,04-Aug-21,Diego,0,0
E11,144,30.88,Diego,04-Aug-21,Diego,0,0
E11,145,27.26,Diego,04-Aug-21,Diego,0,0
E11,146,25.06,Diego,04-Aug-21,Diego,0,0
E11,147,31.28,Diego,04-Aug-21,Diego,0,0
E11,148,75.26,Diego,04-Aug-21,Diego,0,0
E11,149,30.21,Diego,04-Aug-21,Diego,0,0
E11,150,27.39,Logan,05-Mar-20,Diego,0,0
E11,151,30.45,Logan,05-Mar-20,Diego,0,0
E11,152,30.26,Logan,05-Mar-20,Diego,0,0
E11,153,22.76,Logan,05-Mar-20,Diego,1,0
E11,154,25.3,Logan,05-Mar-20,Diego,0,0
E11,155,27.26,Logan,05-Mar-20,Diego,0,0
E11,156,26.86,Logan,05-Mar-20,Diego,0,0
E11,157,25.51,Logan,05-Mar-20,Diego,0,0
E11,158,27.94,Logan,05-Mar-20,Diego,0,0
E11,159,28.35,Logan,05-Mar-20,Diego,0,0
E11,160,51.43,Logan,05-Mar-20,Diego,0,0
E11,161,30.78,Logan,05-Mar-20,Diego,0,0
E11,162,31.16,Logan,05-Mar-20,Diego,0,0
E11,163,31.45,Logan,05-Mar-20,Diego,0,0
E11,164,24.45,Logan,05-Mar-20,Diego,0,0
E11,165,28.4,Logan,05-Mar-20,Diego,0,0
E11,166,37.09,Logan,05-Mar-20,Diego,0,0
E11,167,23.86,Logan,05-Mar-20,Diego,0,0
E11,168,37.43,Logan,05-Mar-20,Diego,0,0
E11,169,22.67,Logan,05-Mar-20,Diego,1,0
E11,170,36.26,Logan,05-Mar-20,Diego,0,0
E11,171,25.07,Logan,05-Mar-20,Diego,0,0
E11,172,23.52,Logan,05-Mar-20,Diego,0,0
E11,173,25.89,Logan,05-Mar-20,Diego,0,0
E11,174,25.57,Logan,05-Mar-20,Diego,0,0
E11,175,44.08,Logan,05-Mar-20,Diego,0,0
E11,176,24.63,Logan,05-Mar-20,Diego,0,0
E11,177,38.8,Logan,05-Mar-20,Diego,0,0
E11,178,35.37,Logan,05-Mar-20,Diego,0,0
E11,179,24.89,Logan,05-Mar-20,Diego,0,0
E11,180,28.39,Logan,05-Mar-20,Diego,0,0
E11,181,30.41,Logan,05-Mar-20,Diego,0,0
E11,182,26.33,Logan,05-Mar-20,Diego,0,0
E11,183,31.91,Logan,05-Mar-20,Diego,0,0
E11,184,30.31,Logan,05-Mar-20,Diego,0,0
E11,185,37.16,Logan,05-Mar-20,Diego,0,0
E11,186,22.32,Logan,05-Mar-20,Diego,0,0
E11,187,23.3,Logan,05-Mar-20,Diego,0,0
E11,188,42.95,Logan,05-Mar-20,Diego,0,0
E11,189,25,Logan,05-Mar-20,Diego,0,0
E11,190,41.45,Logan,05-Mar-20,Diego,0,0
E11,191,35.55,Logan,05-Mar-20,Diego,0,0
E11,192,29.86,Logan,05-Mar-20,Diego,0,0
E11,193,40.13,Logan,05-Mar-20,Diego,0,0
E11,194,22.79,Logan,05-Mar-20,Diego,0,0
E11,195,28.88,Logan,05-Mar-20,Diego,0,0
E11,196,54.23,Logan,05-Mar-20,Diego,0,0
E11,197,23.85,Logan,05-Mar-20,Diego,0,0
E11,198,39.75,Logan,05-Mar-20,Diego,0,0
E11,199,26.19,Logan,05-Mar-20,Diego,0,0
E11,200,58.02,Logan,05-Mar-20,Diego,0,0
E11,201,25.61,Logan,05-Mar-20,Diego,0,0
E12,1,98.4,Logan,03-Mar-20,Diego,0,0
E12,2,28.45,Logan,03-Mar-20,Diego,0,0
E12,3,64.34,Logan,03-Mar-20,Diego,0,0
E12,4,24.27,Logan,03-Mar-20,Diego,0,0
E12,5,26.69,Logan,03-Mar-20,Diego,0,0
E12,6,51.84,Logan,03-Mar-20,Diego,0,0
E12,7,26.21,Logan,03-Mar-20,Diego,0,0
E12,8,35.84,Logan,03-Mar-20,Diego,0,0
E12,9,32.33,Logan,03-Mar-20,Diego,0,0
E12,10,33.23,Logan,03-Mar-20,Diego,0,0
E12,11,34.54,Logan,03-Mar-20,Diego,0,0
E12,12,27.95,Logan,03-Mar-20,Diego,0,0
E12,13,42.8,Logan,03-Mar-20,Diego,0,0
E12,14,35.96,Logan,03-Mar-20,Diego,0,0
E12,15,30.68,Logan,03-Mar-20,Diego,0,0
E12,16,72.4,Logan,03-Mar-20,Diego,0,0
E12,17,28.26,Logan,03-Mar-20,Diego,0,0
E12,18,40.72,Logan,03-Mar-20,Diego,0,0
E12,19,35.24,Logan,03-Mar-20,Diego,0,0
E12,20,40.37,Logan,03-Mar-20,Diego,0,0
E12,21,NA,Logan,03-Mar-20,Diego,1,0
E12,22,53.52,Logan,03-Mar-20,Diego,0,0
E12,23,50.45,Logan,03-Mar-20,Diego,0,0
E12,24,52.7,Logan,03-Mar-20,Diego,0,0
E12,25,24.8,Logan,03-Mar-20,Diego,0,0
E12,26,60.31,Logan,03-Mar-20,Diego,0,0
E12,27,34.53,Logan,03-Mar-20,Diego,0,0
E12,28,22.31,Logan,03-Mar-20,Diego,0,0
E12,29,35.82,Logan,03-Mar-20,Diego,0,0
E12,30,34.46,Logan,03-Mar-20,Diego,0,0
E12,31,74.35,Logan,03-Mar-20,Diego,0,0
E12,32,29.87,Logan,03-Mar-20,Diego,0,0
E12,33,36.56,Logan,03-Mar-20,Diego,0,0
E12,34,40.69,Logan,03-Mar-20,Diego,0,0
E12,35,37.84,Logan,03-Mar-20,Diego,0,0
E12,36,43.44,Logan,03-Mar-20,Diego,0,0
E12,37,30.98,Logan,03-Mar-20,Diego,0,0
E12,38,34.38,Logan,03-Mar-20,Diego,0,0
E12,39,31.98,Logan,03-Mar-20,Diego,0,0
E12,40,27.18,Logan,03-Mar-20,Diego,0,0
E12,41,42.88,Logan,03-Mar-20,Diego,0,0
E12,42,22.9,Logan,03-Mar-20,Diego,0,0
E12,43,45.07,Logan,03-Mar-20,Diego,0,0
E12,44,33.54,Logan,03-Mar-20,Diego,0,0
E12,45,23.13,Logan,03-Mar-20,Diego,0,0
E12,46,74.26,Logan,03-Mar-20,Diego,0,0
E12,47,29.39,Logan,03-Mar-20,Diego,0,0
E12,48,52.8,Logan,03-Mar-20,Diego,0,0
E12,49,36.66,Logan,03-Mar-20,Diego,0,0
E12,50,30.79,Logan,03-Mar-20,Diego,0,0
E12,51,34.48,Logan,03-Mar-20,Diego,0,0
E12,52,28.77,Logan,03-Mar-20,Diego,0,0
E12,53,45.2,Logan,03-Mar-20,Diego,0,0
E12,54,23.86,Logan,03-Mar-20,Diego,0,0
E12,55,34.77,Logan,03-Mar-20,Diego,0,0
E12,56,66.78,Logan,03-Mar-20,Diego,0,0
E12,57,26.29,Logan,03-Mar-20,Diego,0,0
E12,58,24.86,Logan,03-Mar-20,Diego,0,0
E12,59,26.68,Logan,03-Mar-20,Diego,0,0
E12,60,27.38,Logan,03-Mar-20,Diego,0,0
E12,61,50.19,Logan,03-Mar-20,Diego,0,0
E12,62,35.78,Logan,03-Mar-20,Diego,0,0
E12,63,38.62,Logan,03-Mar-20,Diego,0,0
E12,64,37.16,Logan,03-Mar-20,Diego,0,0
E12,65,28.82,Logan,03-Mar-20,Diego,0,0
E12,66,41.74,Logan,03-Mar-20,Diego,0,0
E12,67,29.48,Logan,03-Mar-20,Diego,0,0
E12,68,26.37,Logan,03-Mar-20,Diego,0,0
E12,69,25.85,Logan,03-Mar-20,Diego,0,0
E12,70,32.97,Logan,03-Mar-20,Diego,0,0
E12,71,54.41,Logan,03-Mar-20,Diego,0,0
E12,72,37.9,Logan,03-Mar-20,Diego,0,0
E12,73,45.16,Logan,03-Mar-20,Diego,0,0
E12,74,29.98,Logan,03-Mar-20,Diego,0,0
E12,75,33.12,Logan,03-Mar-20,Diego,0,0
E12,76,35.07,Logan,03-Mar-20,Diego,0,0
E12,77,43.9,Logan,03-Mar-20,Diego,0,0
E12,78,30.75,Logan,03-Mar-20,Diego,0,0
E12,79,39.39,Logan,03-Mar-20,Diego,0,0
E12,80,36.74,Logan,03-Mar-20,Diego,0,0
E12,81,41.02,Logan,03-Mar-20,Diego,0,0
E12,82,23.37,Logan,03-Mar-20,Diego,0,0
E12,83,52.04,Logan,03-Mar-20,Diego,0,0
E12,84,22.97,Logan,03-Mar-20,Diego,0,0
E12,85,28.55,Logan,03-Mar-20,Diego,0,0
E12,86,46.52,Logan,03-Mar-20,Diego,0,0
E12,87,40.99,Logan,03-Mar-20,Diego,0,0
E12,88,46.92,Logan,03-Mar-20,Diego,0,0
E12,89,28.19,Logan,03-Mar-20,Diego,0,0
E12,90,41.28,Logan,03-Mar-20,Diego,0,0
E12,91,22.75,Logan,03-Mar-20,Diego,0,0
E12,92,63.74,Logan,03-Mar-20,Diego,0,0
E12,93,65.28,Logan,03-Mar-20,Diego,0,0
E12,94,22.91,Logan,03-Mar-20,Diego,0,0
E12,95,40,Logan,03-Mar-20,Diego,0,0
E12,96,59.81,Logan,03-Mar-20,Diego,0,0
E12,97,22.97,Logan,03-Mar-20,Diego,0,0
E12,98,32.47,Logan,03-Mar-20,Diego,0,0
E12,99,79.18,Logan,03-Mar-20,Diego,0,0
E12,100,27.5,Logan,03-Mar-20,Diego,0,0
E12,101,60.81,Diego,Aug/11/21,Maya,0,0
E12,102,94.09,Diego,Aug/11/21,Maya,0,0
E12,103,61.17,Diego,Aug/11/21,Maya,0,0
E12,104,42.15,Diego,Aug/11/21,Maya,0,0
E12,105,65.4,Diego,Aug/11/21,Maya,0,0
E12,106,49.63,Diego,Aug/11/21,Maya,0,0
E12,107,45.13,Diego,Aug/11/21,Maya,0,0
E12,108,65.55,Diego,Aug/11/21,Maya,0,0
E12,109,44.88,Diego,Aug/11/21,Maya,0,0
E12,110,36.31,Diego,Aug/11/21,Maya,0,0
E12,111,38.66,Diego,Aug/11/21,Maya,0,0
E12,112,37.91,Diego,Aug/11/21,Maya,0,0
E12,113,64.64,Diego,Aug/11/21,Maya,0,0
E12,114,37.19,Diego,Aug/11/21,Maya,0,0
E12,115,57.33,Diego,Aug/11/21,Maya,0,0
E12,116,34.93,Diego,Aug/11/21,Maya,0,0
E12,117,42.17,Diego,Aug/11/21,Maya,0,0
E12,118,60.67,Diego,Aug/11/21,Maya,0,0
E12,119,33.5,Diego,Aug/11/21,Maya,0,0
E12,120,44.34,Diego,Aug/11/21,Maya,0,0
E12,121,40.04,Diego,Aug/11/21,Maya,0,0
E12,122,32.86,Diego,Aug/11/21,Maya,0,0
E12,123,51.38,Diego,Aug/11/21,Maya,0,0
E12,124,37.55,Diego,Aug/11/21,Maya,0,0
E12,125,24,Diego,Aug/11/21,Maya,1,0
E12,126,60.52,Diego,Aug/11/21,Maya,0,0
E12,127,27.29,Diego,Aug/11/21,Maya,0,0
E12,128,33.19,Diego,Aug/11/21,Maya,0,0
E12,129,54.24,Diego,Aug/11/21,Maya,0,0
E12,130,29.82,Diego,Aug/11/21,Maya,0,0
E12,131,41.12,Diego,Aug/11/21,Maya,0,0
E12,132,28.2,Diego,Aug/11/21,Maya,0,0
E12,133,42.5,Diego,Aug/11/21,Maya,0,0
E12,134,50.02,Diego,Aug/11/21,Maya,0,0
E12,135,30.88,Diego,Aug/11/21,Maya,0,0
E12,136,34.12,Diego,Aug/11/21,Maya,0,0
E12,137,28.4,Diego,Aug/11/21,Maya,0,0
E12,138,28.2,Diego,Aug/11/21,Maya,0,0
E12,139,49.3,Diego,Aug/11/21,Maya,0,0
E12,140,37.9,Diego,Aug/11/21,Maya,0,0
E12,141,73.99,Diego,Aug/11/21,Maya,0,0
E12,142,46.57,Diego,Aug/11/21,Maya,0,0
E12,143,30.17,Diego,Aug/11/21,Maya,0,0
E12,144,26.15,Diego,Aug/11/21,Maya,0,0
E12,145,35.95,Diego,Aug/11/21,Maya,0,0
E12,146,44.06,Diego,Aug/11/21,Maya,0,0
E12,147,31.84,Diego,Aug/11/21,Maya,0,0
E12,148,47.01,Diego,Aug/11/21,Maya,0,0
E12,149,41.09,Diego,Aug/11/21,Maya,0,0
E12,150,79.19,Diego,Aug/11/21,Maya,0,0
E12,151,30.74,Mabel,02-Mar-20,Diego,0,0
E12,152,25.06,Mabel,02-Mar-20,Diego,0,0
E12,153,43.68,Mabel,02-Mar-20,Diego,0,0
E12,154,26.17,Mabel,02-Mar-20,Diego,0,0
E12,155,27.87,Mabel,02-Mar-20,Diego,0,0
E12,156,32.44,Mabel,02-Mar-20,Diego,0,0
E12,157,27.44,Mabel,02-Mar-20,Diego,0,0
E12,158,39.99,Mabel,02-Mar-20,Diego,0,0
E12,159,23.7,Mabel,02-Mar-20,Diego,0,0
E12,160,40.2,Mabel,02-Mar-20,Diego,0,0
E12,161,38.61,Mabel,02-Mar-20,Diego,0,0
E12,162,28.88,Mabel,02-Mar-20,Diego,0,0
E12,163,27.41,Mabel,02-Mar-20,Diego,0,0
E12,164,25.79,Mabel,02-Mar-20,Diego,0,0
E12,165,31.3,Mabel,02-Mar-20,Diego,0,0
E12,166,42.29,Mabel,02-Mar-20,Diego,0,0
E12,167,23.76,Mabel,02-Mar-20,Diego,0,0
E12,168,39.78,Mabel,02-Mar-20,Diego,0,0
E12,169,25.92,Mabel,02-Mar-20,Diego,0,0
E12,170,48.06,Mabel,02-Mar-20,Diego,0,0
E12,171,28.84,Mabel,02-Mar-20,Diego,0,0
E12,172,29.47,Mabel,02-Mar-20,Diego,0,0
E12,173,36.33,Mabel,02-Mar-20,Diego,0,0
E12,174,31.65,Mabel,02-Mar-20,Diego,0,0
E12,175,38.07,Mabel,02-Mar-20,Diego,0,0
E12,176,27.5,Mabel,02-Mar-20,Diego,0,0
E12,177,25.15,Mabel,02-Mar-20,Diego,0,0
E12,178,31.37,Mabel,02-Mar-20,Diego,0,0
E12,179,23.14,Mabel,02-Mar-20,Diego,0,0
E12,180,38.26,Mabel,02-Mar-20,Diego,0,0
E12,181,31.8,Mabel,02-Mar-20,Diego,0,0
E12,182,25.14,Mabel,02-Mar-20,Diego,0,0
E12,183,50.5,Mabel,02-Mar-20,Diego,0,0
E12,184,34.29,Mabel,02-Mar-20,Diego,0,0
E12,185,32.17,Mabel,02-Mar-20,Diego,0,0
E12,186,26.26,Mabel,02-Mar-20,Diego,0,0
E12,187,29.65,Mabel,02-Mar-20,Diego,0,0
E12,188,24.8,Mabel,02-Mar-20,Diego,0,0
E12,189,26.43,Mabel,02-Mar-20,Diego,0,0
E12,190,32.86,Mabel,02-Mar-20,Diego,0,0
E12,191,39.03,Mabel,02-Mar-20,Diego,0,0
E12,192,35.41,Mabel,02-Mar-20,Diego,0,0
E12,193,36.27,Mabel,02-Mar-20,Diego,0,0
E12,194,25.49,Mabel,02-Mar-20,Diego,0,0
E12,195,37.05,Mabel,02-Mar-20,Diego,0,0
E12,196,32.49,Mabel,02-Mar-20,Diego,0,0
E12,197,24.09,Mabel,02-Mar-20,Diego,0,0
E12,198,38.69,Mabel,02-Mar-20,Diego,0,0
E12,199,25.98,Mabel,02-Mar-20,Diego,0,0
E12,200,48.84,Mabel,02-Mar-20,Diego,0,0
E12,201,32.08,Mabel,02-Mar-20,Diego,0,0
E12,202,32.55,Mabel,02-Mar-20,Diego,0,0
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,