Block,Pos,Weight,Measured_by,Date,Entered_by,Missing,,
e11,78,36.61,df,jan 8th 2020,DF,0,,
e11,79,33.15,df,jan 8th 2020,DF,0,,
e11,80,30.72,df,jan 8th 2020,DF,0,,
e11,81,31.81,df,jan 8th 2020,DF,0,,
e11,82,30.52,df,jan 8th 2020,DF,0,,
e11,83,35.6,df,jan 8th 2020,DF,0,,
e11,84,29.86,df,jan 8th 2020,DF,0,,
e11,85,32.04,df,jan 8th 2020,DF,0,,
e11,86,30.68,df,jan 8th 2020,DF,0,,
e11,87,30.81,df,jan 8th 2020,DF,0,,
e11,88,34.39,df,jan 8th 2020,DF,0,,
e11,89,33.72,df,jan 8th 2020,DF,0,,
e11,90,32.42,df,jan 8th 2020,DF,0,,
e11,91,31.65,df,jan 8th 2020,DF,0,,
e11,92,32.77,df,jan 8th 2020,DF,0,,
e11,93,33.19,df,jan 8th 2020,DF,0,,
e11,94,35.8,df,jan 8th 2020,DF,0,,
e11,95,37.5,df,jan 8th 2020,DF,0,,
e11,96,30.84,df,jan 8th 2020,DF,0,,
e11,97,36.65,df,jan 8th 2020,DF,0,,
e11,98,39.47,df,jan 8th 2020,DF,0,,
e11,99,29.9,df,jan 8th 2020,DF,0,,
e11,100,48.78,df,jan 8th 2020,DF,0,,
e11,101,42.09,df,jan 8th 2020,DF,0,,
e11,102,47.99,df,jan 8th 2020,DF,0,,
e11,103,30.95,df,jan 8th 2020,DF,0,,
e11,104,36.19,df,jan 8th 2020,DF,0,,
e11,105,29.23,df,jan 8th 2020,DF,0,,
e11,106,32.62,df,jan 8th 2020,DF,0,,
e11,107,35.43,df,jan 8th 2020,DF,0,,
e11,108,30.41,df,jan 8th 2020,DF,0,,
e11,109,30.14,df,jan 8th 2020,DF,0,,
e11,110,29.58,df,jan 8th 2020,DF,0,,
e11,111,30.01,df,jan 8th 2020,DF,0,,
e11,112,30.3,df,jan 8th 2020,DF,0,,
e11,113,32.4,df,jan 8th 2020,DF,0,,
e11,114,30.44,df,jan 8th 2020,DF,0,,
e11,115,37.65,df,jan 8th 2020,DF,0,,
e11,116,30.6,df,jan 8th 2020,DF,0,,
e11,117,32.74,df,jan 8th 2020,DF,0,,
e11,118,30.92,df,jan 8th 2020,DF,0,,
e11,119,32.14,df,jan 8th 2020,DF,0,,
e11,120,30.39,df,jan 8th 2020,DF,0,,
e11,121,28.4,df,jan 8th 2020,DF,0,,
e11,122,30.61,df,jan 8th 2020,DF,0,,
e11,123,30.15,df,jan 8th 2020,DF,0,,
e11,124,28.69,df,jan 8th 2020,DF,0,,
e11,125,31.89,df,jan 8th 2020,DF,0,,
e11,126,32.36,df,jan 8th 2020,DF,0,,
e11,127,31.14,df,jan 8th 2020,DF,0,,
e11,128,31.5,df,jan 8th 2020,DF,0,,
e11,129,29.42,df,jan 8th 2020,DF,0,,
e11,130,36.51,df,jan 8th 2020,DF,0,,
e11,131,34.34,df,jan 8th 2020,DF,0,,
e11,132,29.69,df,jan 8th 2020,DF,0,,
e11,133,29.67,df,jan 8th 2020,DF,0,,
e11,134,29.56,df,jan 8th 2020,DF,0,,
e11,135,32.19,df,jan 8th 2020,DF,0,,
e11,136,32.07,df,jan 8th 2020,DF,0,,
e11,137,32.65,df,jan 8th 2020,DF,0,,
e11,138,29.42,df,jan 8th 2020,DF,0,,
e11,139,31.98,df,jan 8th 2020,DF,0,,
e11,140,33.32,df,jan 8th 2020,DF,0,,
e11,141,32.62,df,jan 8th 2020,DF,0,,
e11,142,29.6,df,jan 8th 2020,DF,0,,
e11,143,30.6,df,jan 8th 2020,DF,0,,
e11,144,30.42,df,jan 8th 2020,DF,0,,
e11,145,31.21,df,jan 8th 2020,DF,0,,
e11,146,29.9,df,jan 8th 2020,DF,0,,
e11,147,29.1,df,jan 8th 2020,DF,0,,
e11,148,31.31,df,jan 8th 2020,DF,0,,
e11,149,31.28,df,jan 8th 2020,DF,0,,
e11,150,29.82,df,jan 8th 2020,DF,0,,
e11,151,31.97,df,jan 8th 2020,DF,0,,
e11,152,29.24,df,jan 8th 2020,DF,0,,
e11,153,31.58,df,jan 8th 2020,DF,0,,
e11,154,31.42,df,jan 8th 2020,DF,0,,
e11,155,28.06,df,jan 8th 2020,DF,0,,
e11,156,31.36,df,jan 8th 2020,DF,0,,
e11,157,30.54,df,jan 8th 2020,DF,0,,
e11,158,30.02,df,jan 8th 2020,DF,0,,
e11,159,35.35,df,jan 8th 2020,DF,0,,
e11,160,33.91,df,jan 8th 2020,DF,0,,
e11,161,36.63,df,jan 8th 2020,DF,0,,
e11,162,34.35,df,jan 8th 2020,DF,0,,
e11,163,36.79,df,jan 8th 2020,DF,0,,
e11,164,29.88,df,jan 8th 2020,DF,0,,
e11,165,30.04,df,jan 8th 2020,DF,0,,
e11,166,34.14,df,jan 8th 2020,DF,0,,
e11,167,30.6,df,jan 8th 2020,DF,0,,
e11,168,34.47,df,jan 8th 2020,DF,0,,
e11,169,29.01,df,jan 8th 2020,DF,0,,
e11,170,32.52,df,jan 8th 2020,DF,0,,
e11,171,33.85,df,jan 8th 2020,DF,0,,
e11,172,28.67,df,jan 8th 2020,DF,0,,
e11,173,33.87,df,jan 8th 2020,DF,0,,
e11,174,29.73,df,jan 8th 2020,DF,0,,
e11,175,40.06,df,jan 8th 2020,DF,0,,
e11,176,35.19,df,jan 8th 2020,DF,0,,
e11,177,34.69,df,jan 8th 2020,DF,0,,
e11,178,38.14,df,jan 8th 2020,DF,0,,
e11,179,32.72,df,jan 8th 2020,DF,0,,
e11,180,28.89,df,jan 8th 2020,DF,0,,
e11,181,32.64,df,jan 8th 2020,DF,0,,
e11,182,34.2,df,jan 8th 2020,DF,0,,
e11,183,34.3,df,jan 8th 2020,DF,0,,
e11,184,37.31,df,jan 8th 2020,DF,0,,
e11,185,30.68,df,jan 8th 2020,DF,0,,
e11,186,29.07,df,jan 8th 2020,DF,0,,
e11,187,32.81,df,jan 8th 2020,DF,0,,
e11,188,38.81,df,jan 8th 2020,DF,0,,
e11,189,30.81,df,jan 8th 2020,DF,0,,
e11,190,31.55,df,jan 8th 2020,DF,0,,
e11,191,38.2,df,jan 8th 2020,DF,0,,
e11,192,32.04,df,jan 8th 2020,DF,0,,
e11,193,39.32,df,jan 8th 2020,DF,0,,
e11,194,33.32,df,jan 8th 2020,DF,0,,
e11,195,34.75,df,jan 8th 2020,DF,0,,
e11,196,44.79,df,jan 8th 2020,DF,0,,
e11,197,31.18,df,jan 8th 2020,DF,0,,
e11,198,48.09,df,jan 8th 2020,DF,0,,
e11,199,33.59,df,jan 8th 2020,DF,0,,
e11,200,46.02,df,jan 8th 2020,DF,0,,
e11,201,35.15,df,jan 8th 2020,DF,0,,
e12,1,42.92,df,jan 9th 2020,DF,0,,
e12,2,32.47,df,jan 9th 2020,DF,0,,
e12,3,38.56,df,jan 9th 2020,DF,0,,
e12,4,41.82,df,jan 9th 2020,DF,0,,
e12,5,30.05,df,jan 9th 2020,DF,0,,
e12,6,36.48,df,jan 9th 2020,DF,0,,
e12,7,31.6,df,jan 9th 2020,DF,0,,
e12,8,34.88,df,jan 9th 2020,DF,0,,
e12,9,32.61,df,jan 9th 2020,DF,0,,
e12,10,28.64,df,jan 9th 2020,DF,0,,
e12,11,30.64,df,jan 9th 2020,DF,0,,
e12,12,31.62,df,jan 9th 2020,DF,0,,
e12,13,29.23,df,jan 9th 2020,DF,0,,
e12,14,31.02,df,jan 9th 2020,DF,0,,
e12,15,31.92,df,jan 9th 2020,DF,0,,
e12,16,42.06,df,jan 9th 2020,DF,0,,
e12,17,30.78,df,jan 9th 2020,DF,0,,
e12,18,34.98,df,jan 9th 2020,DF,0,,
e12,19,24.8,df,jan 9th 2020,DF,0,,
e12,20,32.8,df,jan 9th 2020,DF,0,,
e12,21,38.9,df,jan 9th 2020,DF,0,,
e12,22,32.33,df,jan 9th 2020,DF,0,,
e12,23,31.08,df,jan 9th 2020,DF,0,,
e12,24,33.78,df,jan 9th 2020,DF,0,,
e12,25,32.1,df,jan 9th 2020,DF,0,,
e12,26,34.71,df,jan 9th 2020,DF,0,,
e12,27,32.89,df,jan 9th 2020,DF,0,,
e12,28,28.75,df,jan 9th 2020,DF,0,,
e12,29,24.33,df,jan 9th 2020,DF,0,,
e12,30,37.1,df,jan 9th 2020,DF,0,,
e12,31,37,df,jan 9th 2020,DF,0,,
e12,32,33.61,df,jan 9th 2020,DF,0,,
e12,33,29.92,df,jan 9th 2020,DF,0,,
e12,34,35.35,df,jan 9th 2020,DF,0,,
e12,35,30.78,df,jan 9th 2020,DF,0,,
e12,36,38.31,df,jan 9th 2020,DF,0,,
e12,37,32.27,df,jan 9th 2020,DF,0,,
e12,38,30.93,df,jan 9th 2020,DF,0,,
e12,39,34.91,df,jan 9th 2020,DF,0,,
e12,40,33.13,df,jan 9th 2020,DF,0,,
e12,41,29.98,df,jan 9th 2020,DF,0,,
e12,42,40.2,df,jan 9th 2020,DF,0,,
e12,43,36.94,df,jan 9th 2020,DF,0,,
e12,44,68.35,df,jan 9th 2020,DF,0,,
e12,45,NA,df,jan 9th 2020,DF,0,,
e12,46,35.51,df,jan 9th 2020,DF,0,,
e12,47,35.21,df,jan 9th 2020,DF,0,,
e12,48,32,df,jan 9th 2020,DF,0,,
e12,49,35.7,df,jan 9th 2020,DF,0,,
e12,50,30.98,df,jan 9th 2020,DF,0,,
e12,51,26.7,df,jan 10th 2020,DF,0,,
e12,52,25.84,df,jan 10th 2020,DF,0,,
e12,53,30.56,df,jan 10th 2020,DF,0,,
e12,54,30.3,df,jan 10th 2020,DF,0,,
e12,55,34.47,df,jan 10th 2020,DF,0,,
e12,56,47,df,jan 10th 2020,DF,0,,
e12,57,32.6,df,jan 10th 2020,DF,0,,
e12,58,30.99,df,jan 10th 2020,DF,0,,
e12,59,31.75,df,jan 10th 2020,DF,0,,
e12,60,33.11,df,jan 10th 2020,DF,0,,
e12,61,40.79,df,jan 10th 2020,DF,0,,
e12,62,30.5,df,jan 10th 2020,DF,0,,
e12,63,31.75,df,jan 10th 2020,DF,0,,
e12,64,36.5,df,jan 10th 2020,DF,0,,
e12,65,31.98,df,jan 10th 2020,DF,0,,
e12,66,41.26,df,jan 10th 2020,DF,0,,
e12,67,32.97,df,jan 10th 2020,DF,0,,
e12,68,29.33,df,jan 10th 2020,DF,0,,
e12,69,32.83,df,jan 10th 2020,DF,0,,
e12,70,32.58,df,jan 10th 2020,DF,0,,
e12,71,50.93,df,jan 10th 2020,DF,0,,
e12,72,37.84,df,jan 10th 2020,DF,0,,
e12,73,32.62,df,jan 10th 2020,DF,0,,
e12,74,31.04,df,jan 10th 2020,DF,0,,
e12,75,36.4,df,jan 10th 2020,DF,0,,
e12,76,43.64,df,jan 10th 2020,DF,0,,
e12,77,33.86,df,jan 10th 2020,DF,0,,
e12,78,35.18,df,jan 10th 2020,DF,0,,
e12,79,42.66,df,jan 10th 2020,DF,0,,
e12,80,35.8,df,jan 10th 2020,DF,0,,
e12,81,49.09,df,jan 10th 2020,DF,0,,
e12,82,30.49,df,jan 10th 2020,DF,0,,
e12,83,32.14,df,jan 10th 2020,DF,0,,
e12,84,30.19,df,jan 10th 2020,DF,0,,
e12,85,31.89,df,jan 10th 2020,DF,0,,
e12,86,45.63,df,jan 10th 2020,DF,0,,
e12,87,33.96,df,jan 10th 2020,DF,0,,
e12,88,36.23,df,jan 10th 2020,DF,0,,
e12,89,33.83,df,jan 10th 2020,DF,0,,
e12,90,36.6,df,jan 10th 2020,DF,0,,
e12,91,33.07,df,jan 10th 2020,DF,0,,
e12,92,37.71,df,jan 10th 2020,DF,0,,
e12,93,35.56,df,jan 10th 2020,DF,0,,
e12,94,30.89,df,jan 10th 2020,DF,0,,
e12,95,35.23,df,jan 10th 2020,DF,0,,
e12,96,54.18,df,jan 10th 2020,DF,0,,
e12,97,34.36,df,jan 10th 2020,DF,0,,
e12,98,35.7,df,jan 10th 2020,DF,0,,
e12,99,74.58,df,jan 10th 2020,DF,0,,
e12,100,45.45,df,jan 10th 2020,DF,0,,
e12,101,45.7,df,jan 9th 2020,DF,0,,
e12,102,42.01,df,jan 9th 2020,DF,0,,
e12,103,36.88,df,jan 9th 2020,DF,0,,
e12,104,38.44,df,jan 9th 2020,DF,0,,
e12,105,51.68,df,jan 9th 2020,DF,0,,
e12,106,39.75,df,jan 9th 2020,DF,0,,
e12,107,35.7,df,jan 9th 2020,DF,0,,
e12,108,33.03,df,jan 9th 2020,DF,0,,
e12,109,39.87,df,jan 9th 2020,DF,0,,
e12,110,35.44,df,jan 9th 2020,DF,0,,
e12,111,39.82,df,jan 9th 2020,DF,0,,
e12,112,38.82,df,jan 9th 2020,DF,0,,
e12,113,33.14,df,jan 9th 2020,DF,0,,
e12,114,34.74,df,jan 9th 2020,DF,0,,
e12,115,39.4,df,jan 9th 2020,DF,0,,
e12,116,32.43,df,jan 9th 2020,DF,0,,
e12,117,32.17,df,jan 9th 2020,DF,0,,
e12,118,37.55,df,jan 9th 2020,DF,0,,
e12,119,36.68,df,jan 9th 2020,DF,0,,
e12,120,38.43,df,jan 9th 2020,DF,0,,
e12,121,40.81,df,jan 9th 2020,DF,0,,
e12,122,32.4,df,jan 9th 2020,DF,0,,
e12,123,43.42,df,jan 9th 2020,DF,0,,
e12,124,35.56,df,jan 9th 2020,DF,0,,
e12,125,30.65,df,jan 9th 2020,DF,0,,
e12,126,32.49,df,jan 9th 2020,DF,0,,
e12,127,32.55,df,jan 9th 2020,DF,0,,
e12,128,36.8,df,jan 9th 2020,DF,0,,
e12,129,30.76,df,jan 9th 2020,DF,0,,
e12,130,33.31,df,jan 9th 2020,DF,0,,
e12,131,30.71,df,jan 9th 2020,DF,0,,
e12,132,30.52,df,jan 9th 2020,DF,0,,
e12,133,33.71,df,jan 9th 2020,DF,0,,
e12,134,29.8,df,jan 9th 2020,DF,0,,
e12,135,28.71,df,jan 9th 2020,DF,0,,
e12,136,30.81,df,jan 9th 2020,DF,0,,
e12,137,30.52,df,jan 9th 2020,DF,0,,
e12,138,31.88,df,jan 9th 2020,DF,0,,
e12,139,34.35,df,jan 9th 2020,DF,0,,
e12,140,30.59,df,jan 9th 2020,DF,0,,
e12,141,32.72,df,jan 9th 2020,DF,0,,
e12,142,32.15,df,jan 9th 2020,DF,0,,
e12,143,30.79,df,jan 9th 2020,DF,0,,
e12,144,30.32,df,jan 9th 2020,DF,0,,
e12,145,32.17,df,jan 9th 2020,DF,0,,
e12,146,37.34,df,jan 9th 2020,DF,0,,
e12,147,28.64,df,jan 9th 2020,DF,0,,
e12,148,37.77,df,jan 9th 2020,DF,0,,
e12,149,34.88,df,jan 9th 2020,DF,0,,
e12,150,35.88,df,jan 9th 2020,DF,0,,
e12,151,31.01,df,jan 8th 2020,DF,0,,
e12,152,29.43,df,jan 8th 2020,DF,0,,
e12,153,37.18,df,jan 8th 2020,DF,0,,
e12,154,29.34,df,jan 8th 2020,DF,0,,
e12,155,29.53,df,jan 8th 2020,DF,0,,
e12,156,34.2,df,jan 8th 2020,DF,0,,
e12,157,27.93,df,jan 8th 2020,DF,0,,
e12,158,33.31,df,jan 8th 2020,DF,0,,
e12,159,30.42,df,jan 8th 2020,DF,0,,
e12,160,30.67,df,jan 8th 2020,DF,0,,
e12,161,35.25,df,jan 8th 2020,DF,0,,
e12,162,29.4,df,jan 8th 2020,DF,0,,
e12,163,30,df,jan 8th 2020,DF,0,,
e12,164,31.24,df,jan 8th 2020,DF,0,,
e12,165,35.24,df,jan 8th 2020,DF,0,,
e12,166,38.42,df,jan 8th 2020,DF,0,,
e12,167,31.35,df,jan 8th 2020,DF,0,,
e12,168,34.76,df,jan 8th 2020,DF,0,,
e12,169,29.34,df,jan 8th 2020,DF,0,,
e12,170,31.99,df,jan 8th 2020,DF,0,,
e12,171,32.28,df,jan 8th 2020,DF,0,,
e12,172,31.62,df,jan 8th 2020,DF,0,,
e12,173,32.79,df,jan 8th 2020,DF,0,,
e12,174,29.99,df,jan 8th 2020,DF,0,,
e12,175,34.37,df,jan 8th 2020,DF,0,,
e12,176,34.31,df,jan 8th 2020,DF,0,,
e12,177,30.92,df,jan 8th 2020,DF,0,,
e12,178,30.34,df,jan 8th 2020,DF,0,,
e12,179,29.34,df,jan 8th 2020,DF,0,,
e12,180,32.7,df,jan 8th 2020,DF,0,,
e12,181,32.99,df,jan 8th 2020,DF,0,,
e12,182,30.62,df,jan 8th 2020,DF,0,,
e12,183,36.58,df,jan 8th 2020,DF,0,,
e12,184,32.99,df,jan 8th 2020,DF,0,,
e12,185,33.84,df,jan 8th 2020,DF,0,,
e12,186,30.27,df,jan 8th 2020,DF,0,,
e12,187,30.95,df,jan 8th 2020,DF,0,,
e12,188,32.1,df,jan 8th 2020,DF,0,,
e12,189,28.9,df,jan 8th 2020,DF,0,,
e12,190,33.81,df,jan 8th 2020,DF,0,,
e12,191,41.75,df,jan 8th 2020,DF,0,,
e12,192,30.2,df,jan 8th 2020,DF,0,,
e12,193,35.2,df,jan 8th 2020,DF,0,,
e12,194,31.92,df,jan 8th 2020,DF,0,,
e12,195,30.12,df,jan 8th 2020,DF,0,,
e12,196,34.49,df,jan 8th 2020,DF,0,,
e12,197,29.71,df,jan 8th 2020,DF,0,,
e12,198,34.45,df,jan 8th 2020,DF,0,,
e12,199,34.73,df,jan 8th 2020,DF,0,,
e12,200,35.06,df,jan 8th 2020,DF,0,,
e12,201,29.25,df,jan 8th 2020,DF,0,,
e12,202,34.98,df,jan 8th 2020,DF,0,,
E2,1,31.65,MF,2020-01-09,LW,0,,
E2,2,28.6,MF,2020-01-09,LW,0,,
E2,3,34.96,MF,2020-01-09,LW,0,,
E2,4,29.79,MF,2020-01-09,LW,0,,
E2,5,28.75,MF,2020-01-09,LW,0,,
E2,6,32.66,MF,2020-01-09,LW,0,,
E2,7,28.34,MF,2020-01-09,LW,0,,
E2,8,28.58,MF,2020-01-09,LW,0,,
E2,9,34.52,MF,2020-01-09,LW,0,,
E2,10,28.88,MF,2020-01-09,LW,0,,
E2,11,30.3,MF,2020-01-09,LW,0,,
E2,12,30.3,MF,2020-01-09,LW,0,,
E2,13,32.36,MF,2020-01-09,LW,0,,
E2,14,30.76,MF,2020-01-09,LW,0,,
E2,15,29.57,MF,2020-01-09,LW,0,,
E2,16,31.12,MF,2020-01-09,LW,0,,
E2,17,34.84,MF,2020-01-09,LW,0,,
E2,18,30.48,MF,2020-01-09,LW,0,,
E2,19,29.25,MF,2020-01-09,LW,0,,
E2,20,29.94,MF,2020-01-09,LW,0,,
E2,21,30.88,MF,2020-01-09,LW,0,,
E2,22,31.85,MF,2020-01-09,LW,0,,
E2,23,28.77,MF,2020-01-09,LW,0,,
E2,24,35.2,MF,2020-01-09,LW,0,,
E2,25,32.31,MF,2020-01-09,LW,0,,
E2,26,33.75,MF,2020-01-09,LW,0,,
E2,27,32.32,MF,2020-01-09,LW,0,,
E2,28,29.79,MF,2020-01-09,LW,0,,
E2,29,35.93,MF,2020-01-09,LW,0,,
E2,30,27.79,MF,2020-01-09,LW,0,,
E2,31,33.15,MF,2020-01-09,LW,0,,
E2,32,31.38,MF,2020-01-09,LW,0,,
E2,33,27.98,MF,2020-01-09,LW,0,,
E2,34,39.88,MF,2020-01-09,LW,0,,
E2,35,28.73,MF,2020-01-09,LW,0,,
E2,36,30.25,MF,2020-01-09,LW,0,,
E2,37,29.2,MF,2020-01-09,LW,0,,
E2,38,29.5,MF,2020-01-09,LW,0,,
E2,39,36.72,MF,2020-01-09,LW,0,,
E2,40,27.83,MF,2020-01-09,LW,0,,
E2,41,35.96,MF,2020-01-09,LW,0,,
E2,42,32.2,MF,2020-01-09,LW,0,,
E2,43,30.73,MF,2020-01-09,LW,0,,
E2,44,29.76,MF,2020-01-09,LW,0,,
E2,45,30.44,MF,2020-01-09,LW,0,,
E2,46,32.32,MF,2020-01-09,LW,0,,
E2,47,29.53,MF,2020-01-09,LW,0,,
E2,48,29.79,MF,2020-01-09,LW,0,,
E2,49,30.37,MF,2020-01-09,LW,0,,
E2,50,29.98,MF,2020-01-09,LW,0,,
E2,51,36.44,MF,2020-01-09,LW,0,,
E2,52,30.78,MF,2020-01-09,LW,0,,
E2,53,29.34,MF,2020-01-09,LW,0,,
E2,54,37.06,MF,2020-01-09,LW,0,,
E2,55,30.09,MF,2020-01-09,LW,0,,
E2,56,32.61,MF,2020-01-09,LW,0,,
E2,57,31.65,MF,2020-01-09,LW,0,,
E2,58,30.13,MF,2020-01-09,LW,0,,
E2,59,31.33,MF,2020-01-09,LW,0,,
E2,60,30.35,MF,2020-01-09,LW,0,,
E2,61,28.8,MF,2020-01-09,LW,0,,
E2,62,31.94,MF,2020-01-09,LW,0,,
E2,63,30.17,MF,2020-01-09,LW,0,,
E2,64,29.5,MF,2020-01-09,LW,0,,
E2,65,29.76,MF,2020-01-09,LW,0,,
E2,66,29.39,MF,2020-01-09,LW,0,,
E2,67,30.12,MF,2020-01-09,LW,0,,
E2,68,33.56,MF,2020-01-09,LW,0,,
E2,69,30.7,MF,2020-01-09,LW,0,,
E2,70,31.81,MF,2020-01-09,LW,0,,
E2,71,32.01,MF,2020-01-09,LW,0,,
E2,72,32.67,MF,2020-01-09,LW,0,,
E2,73,41.28,MF,2020-01-09,LW,0,,
E2,74,30.01,MF,2020-01-09,LW,0,,
E2,75,36.77,MF,2020-01-09,LW,0,,
E2,76,32.34,MF,2020-01-09,LW,0,,
E2,77,29.07,MF,2020-01-09,LW,0,,
E2,78,33.61,MF,2020-01-09,LW,0,,
E2,79,38.91,MF,2020-01-09,LW,0,,
E2,80,30.12,MF,2020-01-09,LW,0,,
E2,81,39.51,MF,2020-01-09,LW,0,,
E2,82,37.2,MF,2020-01-09,LW,0,,
E2,83,30.71,MF,2020-01-09,LW,0,,
E2,84,32.41,MF,2020-01-09,LW,0,,
E2,85,29.8,MF,2020-01-09,LW,0,,
E2,86,32.78,MF,2020-01-09,LW,0,,
E2,87,37.99,MF,2020-01-09,LW,0,,
E2,88,29.91,MF,2020-01-09,LW,0,,
E2,89,30.93,MF,2020-01-09,LW,0,,
E2,90,34.71,MF,2020-01-09,LW,0,,
E2,91,41.93,MF,2020-01-09,LW,0,,
E2,92,46.32,MF,2020-01-09,LW,0,,
E2,93,37.45,MF,2020-01-09,LW,0,,
E2,94,30.15,MF,2020-01-09,LW,0,,
E2,95,34.53,MF,2020-01-09,LW,0,,
E2,96,31.11,MF,2020-01-09,LW,0,,
E2,97,42.06,MF,2020-01-09,LW,0,,
E2,98,67.18,MF,2020-01-09,LW,0,,
E2,99,60.38,MF,2020-01-09,LW,0,,
E2,100,62.73,MF,2020-01-09,LW,0,,
E2,101,30.29,MF,2020-01-09,LW,0,,
E2,102,29.25,MF,2020-01-09,LW,0,,
E2,103,96.1,MF,2020-01-09,LW,0,,
E2,104,28.29,MF,2020-01-09,LW,0,,
E2,105,31,MF,2020-01-09,LW,0,,
E2,106,29.59,MF,2020-01-09,LW,0,,
E2,107,27.91,MF,2020-01-09,LW,0,,
E2,108,56.58,MF,2020-01-09,LW,0,,
E2,109,62.26,MF,2020-01-09,LW,0,,
E2,110,29.05,MF,2020-01-09,LW,0,,
E2,111,37.54,MF,2020-01-09,LW,0,,
E2,112,32.53,MF,2020-01-09,LW,0,,
E2,113,43.11,MF,2020-01-09,LW,0,,
E2,114,36.09,MF,2020-01-09,LW,0,,
E2,115,30.59,MF,2020-01-09,LW,0,,
E2,116,62.96,MF,2020-01-09,LW,0,,
E2,117,34.31,MF,2020-01-09,LW,0,,
E2,118,30.24,MF,2020-01-09,LW,0,,
E2,119,28.27,MF,2020-01-09,LW,0,,
E2,120,36.13,MF,2020-01-09,LW,0,,
E2,121,39.28,MF,2020-01-09,LW,0,,
E2,122,30.07,MF,2020-01-09,LW,0,,
E2,123,49.17,MF,2020-01-09,LW,0,,
E2,124,38.12,MF,2020-01-09,LW,0,,
E2,125,36.73,MF,2020-01-09,LW,0,,
E2,126,36.93,MF,2020-01-09,LW,0,,
E2,127,30.96,MF,2020-01-09,LW,0,,
E2,128,43.78,MF,2020-01-09,LW,0,,
E2,129,30.83,MF,2020-01-09,LW,0,,
E2,130,33.18,MF,2020-01-09,LW,0,,
E2,131,32.96,MF,2020-01-09,LW,0,,
E2,132,29.95,MF,2020-01-09,LW,0,,
E2,133,29.2,MF,2020-01-09,LW,0,,
E2,134,31.49,MF,2020-01-09,LW,0,,
E2,135,32.6,MF,2020-01-09,LW,0,,
E2,136,33.64,MF,2020-01-09,LW,0,,
E2,137,31.79,MF,2020-01-09,LW,0,,
E2,138,37.88,MF,2020-01-09,LW,0,,
E2,139,29.55,MF,2020-01-09,LW,0,,
E2,140,33.02,MF,2020-01-09,LW,0,,
E2,141,35.57,MF,2020-01-09,LW,0,,
E2,142,29.16,MF,2020-01-09,LW,0,,
E2,143,31.05,MF,2020-01-09,LW,0,,
E2,144,34.27,MF,2020-01-09,LW,0,,
E2,145,40.85,MF,2020-01-09,LW,0,,
E2,146,34.73,MF,2020-01-09,LW,0,,
E2,147,29.03,MF,2020-01-09,LW,0,,
E2,148,32.11,MF,2020-01-09,LW,0,,
E2,149,34.53,MF,2020-01-09,LW,0,,
E2,150,28.03,MF,2020-01-09,LW,0,,
E2,151,28.75,MF,2020-01-09,LW,0,,
E2,152,33.9,MF,2020-01-09,LW,0,,
E2,153,30.59,MF,2020-01-09,LW,0,,
